ApplNo	ApplType	ApplPublicNotes	SponsorName
017831	NDA		APIL
017833	BLA		BRACCO
017835	BLA		ISO TEX
017836	BLA		ISO TEX
017837	BLA		ISO TEX
017849	NDA		ANI PHARMS
017851	NDA		NOVARTIS
017856	NDA		TARO
017857	NDA		APOTHECON
017858	NDA		SUN PHARM INDS INC
017862	NDA		HIKMA
017869	NDA		NOVARTIS
017871	NDA		BAUSCH
017874	NDA		BAXTER HLTHCARE CORP
017875	NDA		TEVA BRANDED PHARM
017876	NDA		TEVA BRANDED PHARM
017884	NDA		SANOFI AVENTIS US
017895	NDA		ABBOTT
017902	NDA		BRACCO
017903	NDA		BRACCO
017907	NDA		BRISTOL MYERS SQUIBB
017911	NDA		MERCK
017914	NDA		BAYER PHARMS
017919	NDA		JANSSEN PHARMS
017920	NDA		GLAXOSMITHKLINE
017922	NDA		FERRING PHARMS INC
017923	NDA		NOVARTIS
017924	NDA		GLAXOSMITHKLINE
017938	NDA		ENDO PHARMS
017939	NDA		GLAXOSMITHKLINE
017948	NDA		GD SEARLE LLC
017950	NDA		SUN PHARM INDS INC
017955	NDA		BAUSCH
017956	NDA		3M
017957	NDA		HOSPIRA INC
017962	NDA		ESJAY PHARMA
017963	NDA		VALIDUS PHARMS
017970	NDA		ASTRAZENECA
017971	NDA		JDS PHARMS
017972	NDA		SUN PHARM INDS INC
017979	NDA		ABRAXIS PHARM
017982	NDA		GE HEALTHCARE
017989	NDA		PFIZER
017993	NDA		NOVARTIS
017994	NDA		PFIZER
017995	NDA		B BRAUN
018008	NDA		BAXTER HLTHCARE
018012	NDA		SPECGX LLC
018013	NDA		SPECGX LLC
018016	NDA		BAXTER HLTHCARE
018023	NDA		B BRAUN
018024	NDA		PH HEALTH
018025	NDA		INTL MEDICATION
018026	NDA		B BRAUN
018027	NDA		ANI PHARMS
018030	NDA		B BRAUN
018031	NDA		WYETH PHARMS INC
018035	NDA		JUBILANT
018037	NDA		BAXTER HLTHCARE
018039	NDA		ACTAVIS LABS UT INC
018040	NDA		JANSSEN PHARMA
018044	NDA		ESJAY PHARMA
018046	NDA		B BRAUN
018047	NDA		B BRAUN
018052	NDA		BAYER HEALTHCARE LLC
018053	NDA		HOSPIRA
018057	NDA		HQ SPCLT PHARMA
018058	NDA		CURIUM
018060	NDA		COSETTE
018063	NDA		USWM
018066	NDA		CHATTEM
018074	NDA		ACERTIS PHARMS
018080	NDA		OTSUKA ICU MEDCL
018081	NDA		ABBVIE
018082	NDA		ABBVIE
018084	NDA		ORTHO MCNEIL JANSSEN
018086	NDA		BAUSCH AND LOMB INC
018087	NDA		FERRING
018090	NDA		OTSUKA ICU MEDCL
018096	NDA		HOSPIRA
018102	NDA		PHARMACIA AND UPJOHN
018116	NDA		ASTELLAS
018124	NDA		SUN PHARM INDS INC
018127	NDA		WARNER CHILCOTT
018128	NDA		WARNER CHILCOTT
018141	NDA		GE HEALTHCARE
018144	NDA		PARKE DAVIS
018150	NDA		CURIUM
018154	NDA		PFIZER
018156	NDA		B BRAUN
018161	NDA		B BRAUN
018181	NDA		BAYER HLTHCARE
018182	NDA		BAYER HEALTHCARE LLC
018183	NDA		BAYER HEALTHCARE LLC
018184	NDA		B BRAUN
018186	NDA		B BRAUN
018203	NDA		ABBOTT
018206	NDA		CADENCE HEALTH
018211	NDA		ORTHO MCNEIL JANSSEN
018229	NDA		B BRAUN
018230	NDA		BAYER HEALTHCARE LLC
018256	NDA		B BRAUN
018264	NDA		PH HEALTH
018307	NDA		MEDA PHARMS
019853	NDA		VALEANT PHARMS INTL
019854	NDA		MYLAN SPECIALITY LP
020216	NDA		WYETH PHARMS
021382	NDA		DENTSPLY PHARM
021383	NDA		DENTSPLY PHARM
021384	NDA		DENTSPLY PHARM
021846	BLA		MICROBIX BIOSYSTEMS
050006	NDA		PFIZER
050007	NDA		PFIZER
050010	NDA		LILLY
050011	NDA		WYETH AYERST
050023	NDA		HARROW EYE
050039	NDA		SCHERING
050051	NDA		WYETH AYERST
050065	NDA		SANDOZ
050072	NDA		WYETH AYERST
050081	NDA		ALLERGAN
050091	NDA		ALLERGAN
050092	NDA		WYETH AYERST
050095	NDA		EPIC PHARMA LLC
050108	NDA		PH HEALTH
050109	NDA		PFIZER
050111	NDA		WYETH AYERST
050114	BLA		ALLERQUEST
050138	NDA		KING PHARMS LLC
050141	NDA		KING PHARMS LLC
050143	NDA		PARKEDALE
050155	NDA		PARKEDALE
050156	NDA		PARKEDALE
050162	NDA		PFIZER
050168	NDA		MONARCH PHARMS
050169	NDA		MONARCH PHARMS
050182	NDA		HOSPIRA
050199	NDA		WYETH AYERST
050201	NDA		PARKEDALE
050202	NDA		PARKEDALE
050205	NDA		PARKEDALE
050207	NDA		CARNEGIE
050218	NDA		MONARCH PHARMS
050219	NDA		LILLY
050238	NDA		BAYER PHARMS
050257	NDA		LEDERLE
050261	NDA		COREPHARMA
050262	NDA		LEDERLE
050263	NDA		LEDERLE
050268	NDA		STORZ
050273	NDA		LEDERLE
050276	NDA		LEDERLE
050285	NDA		PHARMACIA AND UPJOHN
050294	BLA		PARKE DAVIS
050297	NDA		AZURITY
050299	NDA		CHARTWELL MOLECULES
050313	NDA		APOTHECON
050314	NDA		APOTHECON
050315	NDA		TRIAX PHARMS
050316	NDA		PHARMACIA AND UPJOHN
050317	NDA		PFIZER
050320	NDA		WYETH AYERST
050322	NDA		MERCK
050324	NDA		MERCK
050336	NDA		PFIZER
050339	NDA		PHARMACIA AND UPJOHN
050341	NDA		BRISTOL MYERS SQUIBB
050344	NDA		ALCON
050347	NDA		PFIZER
050356	NDA		PH HEALTH
050368	NDA		DISTA
050404	NDA		LEDERLE
050405	NDA		PRAGMA
050406	NDA		PRAGMA
050416	NDA		CASPER PHARMA LLC
050417	NDA		CASPER PHARMA LLC
050420	NDA		SANOFI AVENTIS US
050425	NDA		SCHERING
050429	NDA		OXFORD PHARMS
050435	NDA		PFIZER
050440	NDA		LILLY
050441	NDA		PFIZER
050442	NDA		PFIZER
050443	NDA		BRISTOL MYERS SQUIBB
050444	NDA		REMPEX
050445	NDA		BAUSCH
050448	NDA		JOHNSON AND JOHNSON
050456	NDA		ALCON
050459	NDA		GLAXOSMITHKLINE
050460	NDA		GLAXOSMITHKLINE
050461	NDA		GLAXOSMITHKLINE
050462	NDA		WYETH AYERST
050467	NDA		PFIZER
050475	NDA		BAUSCH
050477	NDA		LILLY
050479	NDA		MONARCH PHARMS
050480	NDA		PFIZER
050482	NDA		LILLY
050484	NDA		WYETH AYERST
050486	NDA		PARKEDALE
050493	NDA		SHIRE
050497	NDA		GLAXOSMITHKLINE
050504	NDA		LILLY
050505	NDA		SCHERING
050508	NDA		WYETH AYERST
050509	NDA		WYETH AYERST
050512	NDA		WARNER CHILCOTT
050514	NDA		HARROW EYE
050517	NDA		PHARMOBEDIENT
050519	NDA		LILLY
050521	NDA		LILLY
050522	NDA		LILLY
050523	NDA		PARKEDALE
050529	NDA		ROSS LABS
060004	ANDA		LILLY
060133	ANDA		ALTANA
060179	ANDA		FERRANTE
060188	ANDA		EPIC PHARMA LLC
060212	ANDA		WYETH AYERST
060306	ANDA		TEVA
060456	ANDA		CHARTWELL RX
060462	ANDA		SCHERING
060463	ANDA		SCHERING
060469	ANDA		IMPAX LABS
060517	ANDA		APOTHECON
060521	ANDA		PARKEDALE
060569	ANDA		CHARTWELL RX
060575	ANDA		DELCOR ASSET CORP
060582	ANDA		MONARCH PHARMS
060607	ANDA		LANNETT
060613	NDA		CASPER PHARMA LLC
060618	ANDA		J AND J
060624	ANDA		WYETH AYERST
060657	ANDA		PFIZER
060666	ANDA		GLAXOSMITHKLINE
060707	ANDA		MONARCH PHARMS
060711	ANDA		CHARTWELL RX
060751	ANDA		PHARMACIA AND UPJOHN
060760	ANDA		IMPAX LABS
060768	ANDA		HIKMA
060770	ANDA		HIKMA
060783	ANDA		AUROBINDO PHARMA USA
060851	ANDA		ARMENPHARM
061015	NDA		CASPER PHARMA LLC
061016	ANDA		PFIZER
061147	ANDA		STRIDES PHARMA INTL
061187	ANDA		ALLERGAN
061212	ANDA		PADAGIS US
061214	ANDA		ROXANE
061220	ANDA		PARKEDALE
061229	ANDA		MONARCH PHARMS
061336	ANDA		GLAXOSMITHKLINE
061370	ANDA		TEVA
061392	ANDA		BRISTOL MYERS SQUIBB
061394	ANDA		APOTHECON
061395	ANDA		SANDOZ
061396	ANDA		BRISTOL
061410	ANDA		APOTHECON
061449	ANDA		APOTHECON
061452	ANDA		APOTHECON
061454	ANDA		CHARTWELL RX
061455	ANDA		APOTHECON
061490	ANDA		SANDOZ
061502	ANDA		CHARTWELL RX
061505	ANDA		PHARMOBEDIENT
061528	ANDA		BELCHER PHARMS
061529	ANDA		BELCHER PHARMS
061532	ANDA		LEINER
061533	ANDA		DELCOR ASSET CORP
061578	ANDA		X GEN PHARMS
061579	ANDA		X GEN PHARMS
061580	ANDA		X GEN PHARMS
061591	ANDA		ANI PHARMS
061601	ANDA		BELCHER PHARMS
061602	ANDA		BELCHER PHARMS
061606	ANDA		FOREST LABS
061621	ANDA		CARNEGIE
061624	ANDA		MYLAN
061639	ANDA		ARBOR PHARMS LLC
061645	ANDA		ALCON
061648	ANDA		ALCON
061653	ANDA		BRISTOL
061655	ANDA		APOTHECON
061658	ANDA		BRISTOL
061699	ANDA		APOTHEKERNES
061717	ANDA		WATSON LABS
061718	ANDA		HOLLAND RANTOS
061720	ANDA		RACHELLE
061725	ANDA		WARNER CHILCOTT
061737	ANDA		X GEN PHARMS
061739	ANDA		SCHERING
061741	ANDA		COSETTE PHARMS NC
061758	ANDA		PUREPAC PHARM
061763	ANDA		APOTHECON
061764	ANDA		APOTHECON
061769	ANDA		APOTHECON
061773	ANDA		ACS DOBFAR
061806	ANDA		GLAXOSMITHKLINE
061815	ANDA		PFIZER
061836	ANDA		PFIZER
061837	ANDA		WATSON LABS
061859	ANDA		GLAXOSMITHKLINE
061866	ANDA		GLAXOSMITHKLINE
061884	ANDA		SANOFI AVENTIS US
061885	ANDA		APOTHECON
061886	ANDA		APOTHECON
061887	ANDA		BRISTOL
061888	ANDA		BRISTOL
061889	ANDA		BRISTOL
061893	ANDA		DISTA
061894	ANDA		LILLY
061895	ANDA		DISTA
061896	ANDA		LILLY
061897	ANDA		LILLY
061898	ANDA		APOTHECON
061901	ANDA		APOTHECON
061903	ANDA		AMBIX
061904	ANDA		CARNEGIE
061910	ANDA		DISTA
061926	ANDA		CHARTWELL RX
061966	ANDA		COSETTE PHARMS NC
061969	ANDA		IVAX SUB TEVA PHARMS
061976	ANDA		APOTHECON
061980	ANDA		PUREPAC PHARM
061988	ANDA		BRISTOL MYERS SQUIBB
062008	ANDA		LILLY
062032	ANDA		PARKE DAVIS
062049	ANDA		PFIZER
062050	ANDA		PFIZER
062055	ANDA		ANI PHARMS
062058	ANDA		CHARTWELL
062059	ANDA		CHARTWELL RX
062085	ANDA		MAST MM
062087	ANDA		WATSON LABS
062103	ANDA		WATSON LABS
062117	ANDA		FACTA FARMA
062118	ANDA		FACTA FARMA
062129	ANDA		FOUGERA PHARMS
062168	ANDA		ERSANA
062175	ANDA		WARNER CHILCOTT
062205	ANDA		CEPH INTL
062206	ANDA		FACTA FARMA
062212	ANDA		GLAXOSMITHKLINE
062216	ANDA		US ANTIBIOTICS
062223	ANDA		GLAXOSMITHKLINE
062225	ANDA		PADAGIS US
062226	ANDA		US ANTIBIOTICS
062238	ANDA		GLAXOSMITHKLINE
080001	ANDA		ABBOTT
080016	ANDA		CHARTWELL MOLECULAR
080017	ANDA		CHARTWELL MOLECULAR
080020	ANDA		ALCON
080021	ANDA		ALCON
080024	ANDA		OPTOPICS
080027	ANDA		ALCON LABS INC
080028	ANDA		ALLERGAN
080029	ANDA		PADAGIS US
080036	ANDA		MK LABS
080040	ANDA		SOLVAY
080043	ANDA		SANDOZ
080044	ANDA		SANDOZ
080059	ANDA		MEDPOINTE PHARM HLC
080079	ANDA		IMPAX LABS
080084	ANDA		CHARTWELL MOLECULAR
080085	ANDA		LANNETT
080094	ANDA		PAL PAK
080097	ANDA		HEXCEL
080098	ANDA		HEXCEL
080120	ANDA		WHITEWORTH TOWN PLSN
080123	ANDA		LANNETT
080126	ANDA		EVERYLIFE
080136	ANDA		SUN PHARM INDUSTRIES
080138	ANDA		LANNETT
080140	ANDA		CHARTWELL MOLECULAR
080142	ANDA		ANI PHARMS
080153	ANDA		IMPAX LABS
080154	ANDA		QUAGEN
080157	ANDA		NOVITIUM PHARMA
080159	ANDA		IMPAX LABS
080172	ANDA		ACTAVIS ELIZABETH
080188	ANDA		WATSON LABS
080197	ANDA		CHARTWELL
080198	ANDA		FOUGERA PHARMS INC
080203	ANDA		BAXTER HLTHCARE
080205	ANDA		HOSPIRA
080209	ANDA		CONTRACT PHARMACAL
080210	ANDA		BELMORA LLC
080212	ANDA		HIKMA INTL PHARMS
080224	ANDA		HOSPIRA
080225	ANDA		FRESENIUS KABI USA
080229	ANDA		ALCON
080235	ANDA		NOVARTIS
080248	ANDA		ALLERGAN
080256	ANDA		LILLY
080258	ANDA		PARKE-DAVIS
080259	ANDA		ANI PHARMS
080269	ANDA		PAR PHARM
080279	ANDA		INWOOD LABS
080280	ANDA		ALPHARMA US PHARMS
080281	ANDA		SCHERING
080285	ANDA		ANABOLIC
080293	ANDA		BAYER PHARMS
080320	ANDA		HEATHER
080327	ANDA		ROXANE
080328	ANDA		INWOOD LABS
080330	ANDA		DOW PHARM
080336	ANDA		AIPING PHARM INC
080339	ANDA		FOSUN PHARMA
080341	ANDA		WHITEWORTH TOWN PLSN
080342	ANDA		WHITEWORTH TOWN PLSN
080343	ANDA		WHITEWORTH TOWN PLSN
080344	ANDA		WHITEWORTH TOWN PLSN
080352	ANDA		HIKMA
080354	ANDA		WATSON LABS
080355	ANDA		WATSON LABS
080356	ANDA		WATSON LABS
080358	ANDA		SPERTI
080364	ANDA		PARKE DAVIS
080365	ANDA		DR REDDYS
080366	ANDA		ALRA
080368	ANDA		PHOENIX LABS NY
080377	ANDA		WATSON LABS
080379	ANDA		WEST WARD
080380	ANDA		ALRA
080390	ANDA		LYPHOMED
080393	ANDA		WATSON LABS
080399	ANDA		PRASCO
080400	ANDA		TEVA
080406	ANDA		WEST-WARD PHARMS INT
080407	ANDA		WEST-WARD PHARMS INT
080408	ANDA		HOSPIRA
080409	ANDA		HOSPIRA
080416	ANDA		HOSPIRA
080420	ANDA		ABRAXIS PHARM
080421	ANDA		ABRAXIS PHARM
080425	ANDA		MISSION PHARMA
080426	ANDA		BAUSCH
080429	ANDA		BIONPHARMA
080431	ANDA		ABRAXIS PHARM
080439	ANDA		CHARTWELL RX
080442	ANDA		BAUSCH
080443	ANDA		DOW PHARM
080445	ANDA		WEST-WARD PHARMS INT
080446	ANDA		SOLVAY
080448	ANDA		SUN PHARM INDUSTRIES
080454	ANDA		WYETH AYERST
080455	ANDA		WEST-WARD PHARMS INT
080457	ANDA		HALSEY
080472	ANDA		VALEANT INTL
080473	ANDA		VALEANT INTL
080474	ANDA		DERMIK LABS
080481	ANDA		C AND M PHARMA
080482	ANDA		C AND M PHARMA
080483	ANDA		C AND M PHARMA
080492	ANDA		MARSHALL PHARMA
080496	ANDA		WHITEWORTH TOWN PLSN
080500	ANDA		SOLVAY
080504	ANDA		BELMORA LLC
080505	ANDA		FOUGERA PHARMS
080514	ANDA		CHARTWELL MOLECULAR
080515	ANDA		WEST-WARD PHARMS INT
080516	ANDA		ELKINS SINN
080517	ANDA		WATSON LABS
080519	ANDA		ALRA
080521	ANDA		WATSON LABS
080522	ANDA		WATSON LABS
080523	ANDA		WATSON LABS
080525	ANDA		MK LABS
080530	ANDA		HERITAGE PHARMS INC
080531	ANDA		CHARTWELL MOLECULAR
080553	ANDA		WYETH AYERST
080554	ANDA		WYETH AYERST
080556	ANDA		FRESENIUS KABI USA
080557	ANDA		FRESENIUS KABI USA
080562	ANDA		FERRANTE
080563	ANDA		FERRANTE
080568	ANDA		FERRANTE
080571	ANDA		DR REDDYS
080572	ANDA		DR REDDYS
080573	ANDA		DR REDDYS
080575	ANDA		WEST-WARD PHARMS INT
080577	ANDA		WYETH AYERST
080592	ANDA		VALEANT PHARM INTL
080600	ANDA		HIKMA PHARMS
080615	ANDA		WATSON LABS TEVA
080618	ANDA		FRESENIUS KABI USA
080629	ANDA		WATSON LABS
080630	ANDA		IVAX SUB TEVA PHARMS
080642	ANDA		SANDOZ
080643	ANDA		ROXANE
080655	ANDA		RISING
080658	ANDA		WATSON LABS
080660	ANDA		MIZA PHARMS USA
080677	ANDA		FRESENIUS KABI USA
080679	ANDA		WATSON LABS
080680	ANDA		WATSON LABS
080686	ANDA		IMPAX LABS
080689	ANDA		DELL LABS
080691	ANDA		WHITEWORTH TOWN PLSN
080692	ANDA		FOUGERA PHARMS
080693	ANDA		FOUGERA PHARMS INC
080694	ANDA		CHARTWELL MOLECULAR
080696	ANDA		WATSON LABS
080699	ANDA		SUN PHARM INDUSTRIES
080700	ANDA		SUN PHARM INDUSTRIES
080701	ANDA		MUTUAL PHARM
080704	ANDA		BIONPHARMA
080706	ANDA		CROWN LABS
080710	ANDA		BEL MAR
080711	ANDA		BEL MAR
080712	ANDA		BEL MAR
080713	ANDA		WATSON LABS
080715	ANDA		ALRA
080718	ANDA		BEL MAR
080721	ANDA		BARR
080722	ANDA		FRESENIUS KABI USA
080723	ANDA		WHITEWORTH TOWN PLSN
080727	ANDA		HERITAGE PHARMA
080728	ANDA		WATSON LABS
080737	ANDA		AM REGENT
080738	ANDA		HERITAGE PHARMA
080741	ANDA		BEL MAR
080742	ANDA		BEL MAR
080743	ANDA		BEL MAR
080744	ANDA		BARR
080745	ANDA		ASTELLAS
080748	ANDA		INWOOD LABS
080749	ANDA		WATSON LABS
080750	ANDA		ASTELLAS
080751	ANDA		NOVARTIS
080755	ANDA		EVERYLIFE
080756	ANDA		BEL MAR
080757	ANDA		BEL MAR
080758	ANDA		BEL MAR
080759	ANDA		BEL MAR
080760	ANDA		BEL MAR
080761	ANDA		BEL MAR
080762	ANDA		IVAX SUB TEVA PHARMS
080767	ANDA		IMPAX LABS
080770	ANDA		PARKE DAVIS
080776	ANDA		HIKMA INTL PHARMS
080778	ANDA		MERCK
080779	ANDA		IVAX SUB TEVA PHARMS
080780	ANDA		IMPAX LABS
080784	ANDA		PUREPAC PHARM
080800	ANDA		WHITEWORTH TOWN PLSN
080807	ANDA		IMPAX LABS
080808	ANDA		IMPAX LABS
080810	ANDA		HALOCARBON
080816	ANDA		LANNETT
080817	ANDA		WEST-WARD PHARMS INT
080819	ANDA		BEL MAR
080820	ANDA		BEL MAR
080821	ANDA		BEL MAR
080822	ANDA		BEL MAR
080825	ANDA		CHARTWELL MOLECULAR
080828	ANDA		FERA PHARMS
080832	ANDA		FOSUN PHARMA
080839	ANDA		INWOOD LABS
080850	ANDA		AM REGENT
080854	ANDA		LILLY
080855	ANDA		LILLY
080857	ANDA		CHARTWELL MOLECULAR
080868	ANDA		LANNETT
080873	ANDA		DR REDDYS
080874	ANDA		IMPAX LABS
080880	ANDA		IMPAX LABS
080883	ANDA		LILLY
080884	ANDA		LILLY
080905	ANDA		WATSON LABS
080907	ANDA		WATSON LABS
080908	ANDA		WATSON LABS
080911	ANDA		ENDO OPERATIONS
080914	ANDA		WATSON LABS
080925	ANDA		SEPTODONT
080927	ANDA		HIKMA
080936	ANDA		ZETA PHARMS
080937	ANDA		ZETA PHARMS
080941	ANDA		MK LABS
080949	ANDA		CHARTWELL MOLECULAR
080951	ANDA		IMPAX LABS
080952	ANDA		IMPAX LABS
080953	ANDA		IMPAX LABS
080955	ANDA		IMPAX LABS
080961	ANDA		AUROLIFE PHARMA LLC
080963	ANDA		LANNETT
080966	ANDA		LANNETT
080967	ANDA		WEST WARD
080968	ANDA		WATSON LABS
080970	ANDA		PVT FORM
080972	ANDA		BAYER PHARMS
080973	ANDA		INWOOD LABS
080975	ANDA		HIKMA INTL PHARMS
080977	ANDA		PVT FORM
080983	ANDA		SCIEGEN PHARMS
080997	ANDA		ORGANON USA INC
083000	ANDA		IVAX SUB TEVA PHARMS
083003	ANDA		TABLICAPS
083009	ANDA		SOLVAY
083011	ANDA		MONARCH PHARMS
083015	ANDA		ASTELLAS
083016	ANDA		ASTELLAS
083017	ANDA		ASTELLAS
083022	ANDA		ACCORD HLTHCARE
083029	ANDA		WATSON LABS
083035	ANDA		IVAX SUB TEVA PHARMS
083040	ANDA		CHARTWELL RX
083051	ANDA		INTL MEDICATION
083075	ANDA		LYPHOMED
083077	ANDA		IVAX SUB TEVA PHARMS
083082	ANDA		HIKMA PHARMS
083083	ANDA		WYETH AYERST
083087	ANDA		MK LABS
083088	ANDA		MK LABS
083089	ANDA		ROXANE
083101	ANDA		SANDOZ
083102	ANDA		WEST WARD
083113	ANDA		PVT FORM
083116	ANDA		BARR
083123	ANDA		WATSON LABS
083125	ANDA		SANDOZ
083128	ANDA		WATSON LABS
083130	ANDA		ABBOTT
083133	ANDA		TABLICAPS
083136	ANDA		WATSON LABS
083140	ANDA		NEXGEN PHARMA INC
083141	ANDA		WATSON LABS
083149	ANDA		NOVARTIS
083154	ANDA		ABBOTT
083158	ANDA		HOSPIRA
083159	ANDA		ABBOTT
083161	ANDA		DELL LABS
083163	ANDA		INTL MEDICATION
083173	ANDA		INTL MEDICATION
083177	ANDA		IVAX SUB TEVA PHARMS
083180	ANDA		IVAX SUB TEVA PHARMS
083183	ANDA		HIKMA
083185	ANDA		NEXGEN PHARMA INC
083186	ANDA		MUTUAL PHARM
083187	ANDA		STERLING WINTHROP
083190	ANDA		IVAX SUB TEVA PHARMS
083198	ANDA		LUITPOLD
083201	ANDA		CROWN LABS
083204	ANDA		WATSON LABS
083205	ANDA		COLGATE
083206	ANDA		PVT FORM
083213	ANDA		FERNDALE LABS
083214	ANDA		PVT FORM
083215	ANDA		UPSHER SMITH LABS
083220	ANDA		PFIZER
083221	ANDA		WATSON LABS
083231	ANDA		LEGACY
083232	ANDA		WATSON LABS TEVA
083234	ANDA		UPSHER SMITH LABS
083241	ANDA		UPSHER SMITH LABS
083242	ANDA		AMARIN PHARMS
083244	ANDA		SCIEGEN PHARMS
083245	ANDA		EPIC PHARMA LLC
083246	ANDA		RISING
083254	ANDA		HOSPIRA
083261	ANDA		WYETH AYERST
083262	ANDA		WYETH AYERST
083264	ANDA		VALEANT PHARM INTL
083270	ANDA		ELKINS SINN
083278	ANDA		PUREPAC PHARM
083283	ANDA		HOSPIRA
083284	ANDA		VITARINE
083287	ANDA		WATSON LABS
083288	ANDA		WATSON LABS
083304	ANDA		WATSON LABS
083305	ANDA		WATSON LABS
083308	ANDA		WATSON LABS
083312	ANDA		HIKMA
083315	ANDA		ELKINS SINN
083317	ANDA		IMPAX LABS
083320	ANDA		ALRA
083325	ANDA		WHITEWORTH TOWN PLSN
083329	ANDA		HIKMA
083337	ANDA		WHITEWORTH TOWN PLSN
083338	ANDA		WHITEWORTH TOWN PLSN
083342	ANDA		ALCON
083345	ANDA		HOSPIRA
083346	ANDA		HOSPIRA
083347	ANDA		IMPAX LABS
083358	ANDA		EPIC PHARMA LLC
083365	ANDA		HIKMA INTL PHARMS
083376	ANDA		ROCHE PALO
083380	ANDA		ASTELLAS
083381	ANDA		BAYER PHARMS
083383	ANDA		WYETH AYERST
083386	ANDA		UPSHER SMITH LABS
083387	ANDA		DELL LABS
083388	ANDA		DELL LABS
083389	ANDA		DELL LABS
083390	ANDA		DELL LABS
083391	ANDA		HIKMA
083393	ANDA		VALEANT PHARM INTL
083398	ANDA		WATSON LABS
083420	ANDA		PVT FORM
083426	ANDA		WATSON LABS
083442	ANDA		WHITEWORTH TOWN PLSN
083450	ANDA		SOLVAY
083457	ANDA		MK LABS
083461	ANDA		IVAX SUB TEVA PHARMS
083464	ANDA		PVT FORM
083471	ANDA		BARR
083475	ANDA		LANNETT
083484	ANDA		IVAX SUB TEVA PHARMS
083486	ANDA		BAXTER HLTHCARE
083501	ANDA		WEST WARD
083524	ANDA		MARSHALL PHARMA
083525	ANDA		MK LABS
083526	ANDA		MK LABS
083531	ANDA		WATSON LABS
083536	ANDA		IVAX SUB TEVA PHARMS
083544	ANDA		MK LABS
083547	ANDA		DR REDDYS
083549	ANDA		IVAX SUB TEVA PHARMS
083551	ANDA		WATSON LABS
083557	ANDA		LANNETT
083559	ANDA		BELMORA LLC
083560	ANDA		UPSHER SMITH LABS
083561	ANDA		UPSHER SMITH LABS
083564	ANDA		TEVA
083567	ANDA		HIKMA INTL PHARMS
083568	ANDA		IVAX SUB TEVA PHARMS
083570	ANDA		IVAX SUB TEVA PHARMS
083571	ANDA		IVAX SUB TEVA PHARMS
083572	ANDA		IVAX SUB TEVA PHARMS
083573	ANDA		IVAX SUB TEVA PHARMS
083574	ANDA		IVAX SUB TEVA PHARMS
083575	ANDA		IVAX SUB TEVA PHARMS
083590	ANDA		RISING
083593	ANDA		WATSON LABS
083597	ANDA		IVAX SUB TEVA PHARMS
083603	ANDA		IVAX SUB TEVA PHARMS
083604	ANDA		IVAX SUB TEVA PHARMS
083606	ANDA		SOLVAY
083607	ANDA		IMPAX LABS
083610	ANDA		IVAX SUB TEVA PHARMS
083613	ANDA		IVAX SUB TEVA PHARMS
083633	ANDA		SUN PHARM INDUSTRIES
083634	ANDA		NEXGEN PHARMA INC
083640	ANDA		CYCLE
083643	ANDA		CARNRICK
083644	ANDA		BARR
083655	ANDA		FERNDALE LABS
083658	ANDA		PVT FORM
083665	ANDA		WHARTON LABS
083677	ANDA		MYLAN
083682	ANDA		IVAX SUB TEVA PHARMS
083684	ANDA		BARR
083686	ANDA		BARR
083687	ANDA		BARR
083688	ANDA		SANDOZ
083689	ANDA		MYLAN
083693	ANDA		LANNETT
083711	ANDA		WATSON LABS
083712	ANDA		WATSON LABS
083714	ANDA		DR REDDYS
083718	ANDA		HIKMA
083722	ANDA		INTL MEDICATION
083724	ANDA		INTL MEDICATION
083729	ANDA		TEVA
083733	ANDA		BEL MAR
083734	ANDA		ANI PHARMS
083738	ANDA		BEL MAR
083739	ANDA		BEL MAR
083741	ANDA		IVAX SUB TEVA PHARMS
083742	ANDA		IVAX SUB TEVA PHARMS
083743	ANDA		CHARTWELL MOLECULAR
083745	ANDA		SANDOZ
083750	ANDA		IVAX SUB TEVA PHARMS
083753	ANDA		PHARMERAL
083764	ANDA		WATSON LABS
083771	ANDA		DELL LABS
083775	ANDA		DELL LABS
083778	ANDA		LEGACY
083784	ANDA		IVAX SUB TEVA PHARMS
083787	ANDA		WEST WARD
083790	ANDA		NUMARK
083791	ANDA		SHIRE
083797	ANDA		WATSON LABS
083799	ANDA		ROXANE
083806	ANDA		PHOENIX LABS NY
083808	ANDA		CONTRACT PHARMACAL
083809	ANDA		WHITEWORTH TOWN PLSN
083821	ANDA		WATSON LABS
083823	ANDA		SANOFI AVENTIS US
083827	ANDA		ALRA
083830	ANDA		WHITEWORTH TOWN PLSN
083838	ANDA		HOSPIRA
083847	ANDA		WATSON LABS
083855	ANDA		WATSON LABS
083856	ANDA		SOLVAY
083858	ANDA		MARSHALL PHARMA
083862	ANDA		HIKMA
083870	ANDA		SANDOZ
083877	ANDA		IVAX SUB TEVA PHARMS
083879	ANDA		WARNER CHILCOTT
083892	ANDA		ALLERGAN HERBERT
083896	ANDA		SOLVAY
083897	ANDA		SOLVAY
083898	ANDA		SOLVAY
083900	ANDA		SMITH KLINE & FRENCH
083902	ANDA		GLAXOSMITHKLINE
083903	ANDA		LANNETT
083914	ANDA		HOSPIRA
083919	ANDA		MEDPOINTE PHARM HLC
083922	ANDA		CHARTWELL RX
083923	ANDA		CHARTWELL RX
083925	ANDA		SOLVAY
