decision_id,company_name,drug_brand,decision_date,application_number,crosscheck_status,openfda_sponsor_name,openfda_brand_name,openfda_decision_date,openfda_source_url,detail
D346,AbbVie Inc.,Orilissa,2018-07-23,210450,MATCH,ABBVIE,ORILISSA,2018-07-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210450,"date, brand and sponsor all agree with openFDA"
D345,Fresenius Kabi (Fresenius group),Omegaven,2018-07-27,210589,MATCH,FRESENIUS KABI USA,OMEGAVEN,2018-07-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210589,"date, brand and sponsor all agree with openFDA"
D344,"Shionogi & Co., Ltd. (Japan)",Mulpleta,2018-07-31,210923,MATCH_DATE_ONLY,VANCOCIN ITALIA,MULPLETA,2018-07-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210923,"date and brand agree; sponsor wording differs (master 'Shionogi & Co., Ltd. (Japan)' vs openFDA 'VANCOCIN ITALIA') — ownership change or legal-entity name"
D343,"Kyowa Kirin Co., Ltd.",Poteligeo,2018-08-08,761051,MATCH,KYOWA KIRIN,POTELIGEO,2018-08-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761051,"date, brand and sponsor all agree with openFDA"
D340,"Amicus Therapeutics, Inc.",Galafold,2018-08-10,208623,MATCH,AMICUS THERAP US,GALAFOLD,2018-08-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208623,"date, brand and sponsor all agree with openFDA"
D341,Mayne Pharma Group Limited,Annovera,2018-08-10,209627,MATCH,MAYNE PHARMA,ANNOVERA,2018-08-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209627,"date, brand and sponsor all agree with openFDA"
D342,"Alnylam Pharmaceuticals, Inc.",Onpattro,2018-08-10,210922,MATCH,ALNYLAM PHARMS INC,ONPATTRO,2018-08-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210922,"date, brand and sponsor all agree with openFDA"
D339,Laboratoires Biocodex,Diacomit,2018-08-20,206709,MATCH,BIOCODEX SA,DIACOMIT,2018-08-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206709,"date, brand and sponsor all agree with openFDA"
D338,Dompe Farmaceutici S.p.A.,Oxervate,2018-08-22,761094,MATCH,DOMPE FARMACEUTICI,OXERVATE,2018-08-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761094,"date, brand and sponsor all agree with openFDA"
D337,Shire plc (acquired by Takeda 2019),Takhzyro,2018-08-23,761090,MATCH_DATE_ONLY,DYAX CORP.,TAKHZYRO,2018-08-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761090,date and brand agree; sponsor wording differs (master 'Shire plc (acquired by Takeda 2019)' vs openFDA 'DYAX CORP.') — ownership change or legal-entity name
D336,Tetraphase Pharmaceuticals (acquired by La Jolla 2020),Xerava,2018-08-27,211109,MATCH,TETRAPHASE PHARMS,XERAVA,2018-08-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211109,"date, brand and sponsor all agree with openFDA"
D335,"Merck & Co., Inc.",Pifeltro,2018-08-30,210806,MATCH,MSD MERCK CO,PIFELTRO,2018-08-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210806,"date, brand and sponsor all agree with openFDA"
D334,AstraZeneca PLC (MedImmune/Acerta lineage),Lumoxiti,2018-09-13,761104,MATCH_DATE_ONLY,INNATE PHARMA,LUMOXITI,2018-09-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761104,date and brand agree; sponsor wording differs (master 'AstraZeneca PLC (MedImmune/Acerta lineage)' vs openFDA 'INNATE PHARMA') — ownership change or legal-entity name
D333,Teva Pharmaceutical Industries Limited,Ajovy,2018-09-14,761089,MATCH,TEVA PHARMS USA,AJOVY,2018-09-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761089,"date, brand and sponsor all agree with openFDA"
D332,"Verastem, Inc.",Copiktra,2018-09-24,211155,MATCH_DATE_ONLY,SECURA,COPIKTRA,2018-09-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211155,"date and brand agree; sponsor wording differs (master 'Verastem, Inc.' vs openFDA 'SECURA') — ownership change or legal-entity name"
D330,Pfizer Inc.,Vizimpro,2018-09-27,211288,MATCH,PFIZER,VIZIMPRO,2018-09-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211288,"date, brand and sponsor all agree with openFDA"
D331,Eli Lilly and Company,Emgality,2018-09-27,761063,MATCH,ELI LILLY AND CO,EMGALITY,2018-09-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761063,"date, brand and sponsor all agree with openFDA"
D329,"Regeneron Pharmaceuticals, Inc.",Libtayo,2018-09-28,761097,MATCH,REGENERON PHARMACEUTICALS,LIBTAYO,2018-09-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761097,"date, brand and sponsor all agree with openFDA"
D328,"Almirall, S.A.",Seysara,2018-10-01,209521,MATCH,ALMIRALL,SEYSARA,2018-10-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209521,"date, brand and sponsor all agree with openFDA"
D327,Paratek Pharmaceuticals (take-private 2022),Nuzyra,2018-10-02,209816,MATCH,PARATEK PHARMS,NUZYRA,2018-10-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209816,"date, brand and sponsor all agree with openFDA"
D325,Ionis Pharmaceuticals (Akcea; AKCA delisted 2019),Tegsedi,2018-10-05,211172,MATCH,AKCEA THERAPS,TEGSEDI,2018-10-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211172,"date, brand and sponsor all agree with openFDA"
D326,"Chiesi Farmaceutici (Chiesi USA, Inc.)",Revcovi,2018-10-05,761092,MATCH,CHIESI USA INC,REVCOVI,2018-10-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761092,"date, brand and sponsor all agree with openFDA"
D324,Pfizer Inc.,Talzenna,2018-10-16,211651,MATCH,PFIZER,TALZENNA,2018-10-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211651,"date, brand and sponsor all agree with openFDA"
D323,"Genentech, Inc. (Roche group)",Xofluza,2018-10-24,210854,MATCH,GENENTECH INC,XOFLUZA,2018-10-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210854,"date, brand and sponsor all agree with openFDA"
D322,Pfizer Inc.,Lorbrena,2018-11-02,210868,MATCH,PFIZER,LORBRENA,2018-11-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210868,"date, brand and sponsor all agree with openFDA"
D321,Mylan (Viatris 2020; Theravance Biopharma developer),Yupelri,2018-11-09,210598,MATCH,MYLAN IRELAND LTD,YUPELRI,2018-11-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210598,"date, brand and sponsor all agree with openFDA"
D320,Bausch Health Companies (Salix; Cosmo developer),Aemcolo,2018-11-16,210910,MATCH,COSMO TECHNOLOGIES,AEMCOLO,2018-11-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210910,"date, brand and sponsor all agree with openFDA"
D319,Novimmune S.A.,Gamifant,2018-11-20,761107,MATCH,NOVIMMUNE S.A.,GAMIFANT,2018-11-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761107,"date, brand and sponsor all agree with openFDA"
D318,Pfizer Inc.,Daurismo,2018-11-21,210656,MATCH,PFIZER,DAURISMO,2018-11-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210656,"date, brand and sponsor all agree with openFDA"
D317,"Loxo Oncology, Inc.",Vitrakvi,2018-11-26,210861,MATCH_DATE_ONLY,BAYER HLTHCARE,VITRAKVI,2018-11-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210861,"date and brand agree; sponsor wording differs (master 'Loxo Oncology, Inc.' vs openFDA 'BAYER HLTHCARE') — ownership change or legal-entity name"
D315,Astellas Pharma Inc.,Xospata,2018-11-28,211349,MATCH,ASTELLAS,XOSPATA,2018-11-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211349,"date, brand and sponsor all agree with openFDA"
D316,Catalyst Pharmaceuticals,Firdapse,2018-11-28,208078,MATCH,CATALYST PHARMS,FIRDAPSE,2018-11-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208078,"date, brand and sponsor all agree with openFDA"
D314,Takeda Pharmaceutical Company Limited,Motegrity,2018-12-14,210166,MATCH,TAKEDA PHARMS USA,MOTEGRITY,2018-12-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210166,"date, brand and sponsor all agree with openFDA"
D313,Servier Pharmaceuticals (Les Laboratoires Servier),Asparlas,2018-12-20,761102,MATCH,SERVIER PHARMA LLC,ASPARLAS,2018-12-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761102,"date, brand and sponsor all agree with openFDA"
D311,Alexion Pharmaceuticals (acquired by AstraZeneca 2021),Ultomiris,2018-12-21,761108,MATCH,ALEXION PHARM,ULTOMIRIS,2018-12-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761108,"date, brand and sponsor all agree with openFDA"
D312,Stemline Therapeutics (Menarini group),Elzonris,2018-12-21,761116,MATCH,STEMLINE THERAPEUTICS INC,ELZONRIS,2018-12-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761116,"date, brand and sponsor all agree with openFDA"
D396,"Evolus, Inc.",Jeuveau,2019-02-01,761085,MATCH,EVOLUS INC,JEUVEAU,2019-02-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761085,"date, brand and sponsor all agree with openFDA"
D281,Sanofi (Ablynx NV),Cablivi,2019-02-06,761112,MATCH,ABLYNX NV,CABLIVI,2019-02-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761112,"date, brand and sponsor all agree with openFDA"
D390,Novartis AG,Egaten,2019-02-13,208711,MATCH,NOVARTIS,EGATEN,2019-02-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208711,"date, brand and sponsor all agree with openFDA"
D404,Jazz Pharmaceuticals Ireland Limited,Sunosi,2019-03-20,211230,MATCH_DATE_ONLY,AXSOME MALTA,SUNOSI,2019-03-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211230,date and brand agree; sponsor wording differs (master 'Jazz Pharmaceuticals Ireland Limited' vs openFDA 'AXSOME MALTA') — ownership change or legal-entity name
D288,Novartis AG,Mayzent,2019-03-26,209884,MATCH,NOVARTIS,MAYZENT,2019-03-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209884,"date, brand and sponsor all agree with openFDA"
D285,Amgen Inc. (with UCB),Evenity,2019-04-09,761062,MATCH,AMGEN INC,EVENITY,2019-04-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761062,"date, brand and sponsor all agree with openFDA"
D279,Johnson & Johnson (Janssen Biotech),Balversa,2019-04-12,212018,MATCH,JANSSEN BIOTECH,BALVERSA,2019-04-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212018,"date, brand and sponsor all agree with openFDA"
D295,AbbVie Inc.,Skyrizi,2019-04-23,761105,MATCH,ABBVIE INC,SKYRIZI,2019-04-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761105,"date, brand and sponsor all agree with openFDA"
D299,Pfizer Inc. (applicant: FoldRx Pharmaceuticals),Vyndaqel,2019-05-03,211996,MATCH,FOLDRX PHARMS,VYNDAQEL,2019-05-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211996,"date, brand and sponsor all agree with openFDA"
D292,Novartis AG,Piqray,2019-05-24,212526,MATCH,NOVARTIS,PIQRAY,2019-05-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212526,"date, brand and sponsor all agree with openFDA"
D293,"Roche (Genentech, Inc.)",Polivy,2019-06-10,761121,MATCH,GENENTECH,POLIVY,2019-06-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761121,"date, brand and sponsor all agree with openFDA"
D406,"AMAG Pharmaceuticals, Inc.",Vyleesi,2019-06-21,210557,MATCH_DATE_ONLY,COSETTE,VYLEESI,2019-06-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210557,"date and brand agree; sponsor wording differs (master 'AMAG Pharmaceuticals, Inc.' vs openFDA 'COSETTE') — ownership change or legal-entity name"
D300,Karyopharm Therapeutics Inc.,Xpovio,2019-07-03,212306,MATCH,KARYOPHARM THERAPS,XPOVIO,2019-07-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212306,"date, brand and sponsor all agree with openFDA"
D399,"Merck & Co., Inc.",Recarbrio,2019-07-16,212819,MATCH,MSD MERCK CO,RECARBRIO,2019-07-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212819,"date, brand and sponsor all agree with openFDA"
D387,Shield Therapeutics plc (UK),Accrufer,2019-07-25,212320,MATCH,SHIELD TX,ACCRUFER,2019-07-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212320,"date, brand and sponsor all agree with openFDA"
D289,Bayer AG (with Orion),Nubeqa,2019-07-30,212099,MATCH,BAYER HEALTHCARE,NUBEQA,2019-07-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212099,"date, brand and sponsor all agree with openFDA"
D297,"Daiichi Sankyo Company, Limited",Turalio,2019-08-02,211810,MATCH,DAIICHI SANKYO INC,TURALIO,2019-08-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211810,"date, brand and sponsor all agree with openFDA"
D398,Mylan (Viatris 2020; TB Alliance program),(no trade name) (pretomanid),2019-08-14,212862,MATCH,MYLAN IRELAND LTD,PRETOMANID,2019-08-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212862,"date, brand and sponsor all agree with openFDA"
D408,Harmony Biosciences,Wakix,2019-08-14,211150,MATCH,HARMONY,WAKIX,2019-08-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211150,"date, brand and sponsor all agree with openFDA"
D402,"Genentech, Inc. (Roche group)",Rozlytrek,2019-08-15,212725,MATCH,GENENTECH INC,ROZLYTREK,2019-08-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212725,"date, brand and sponsor all agree with openFDA"
D287,Bristol Myers Squibb Company (via Celgene),Inrebic,2019-08-16,212327,MATCH,BRISTOL-MYERS,INREBIC,2019-08-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212327,"date, brand and sponsor all agree with openFDA"
D401,AbbVie Inc.,Rinvoq,2019-08-16,211675,MATCH,ABBVIE,RINVOQ,2019-08-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211675,"date, brand and sponsor all agree with openFDA"
D410,Nabriva Therapeutics (delisted 2023),Xenleta,2019-08-19,211672,MATCH_DATE_ONLY,HONG KONG,XENLETA,2019-08-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211672,date and brand agree; sponsor wording differs (master 'Nabriva Therapeutics (delisted 2023)' vs openFDA 'HONG KONG') — ownership change or legal-entity name
D394,UIHC PET Imaging Center (University of Iowa Hospitals and Clinics; non-profit academic applicant),(no trade name) (gallium Ga 68 DOTATOC),2019-08-21,210828,MATCH,UIHC PET IMAGING,GA-68-DOTATOC,2019-08-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210828,"date, brand and sponsor all agree with openFDA"
D397,"Kyowa Kirin Co., Ltd.",Nourianz,2019-08-27,022075,MATCH,KYOWA KIRIN,NOURIANZ,2019-08-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022075,"date, brand and sponsor all agree with openFDA"
D395,"Ardelyx, Inc.",Ibsrela,2019-09-12,211801,MATCH,ARDELYX INC,IBSRELA,2019-09-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211801,"date, brand and sponsor all agree with openFDA"
D388,Galderma Group AG,Aklief,2019-10-04,211527,MATCH,GALDERMA LABS LP,AKLIEF,2019-10-04,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211527,"date, brand and sponsor all agree with openFDA"
D389,Novartis AG,Beovu,2019-10-07,761125,MATCH,NOVARTIS PHARMS CORP,BEOVU,2019-10-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761125,"date, brand and sponsor all agree with openFDA"
D403,Clinuvel Inc.,Scenesse,2019-10-08,210797,MATCH_DATE_ONLY,CLIVUNEL INC,SCENESSE,2019-10-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210797,date and brand agree; sponsor wording differs (master 'Clinuvel Inc.' vs openFDA 'CLIVUNEL INC') — ownership change or legal-entity name
D393,"The Feinstein Institutes for Medical Research (Northwell Health, non-profit)",(no trade name) (fluorodopa F 18),2019-10-10,200655,MATCH,FEINSTEIN,FLUORODOPA F18,2019-10-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200655,"date, brand and sponsor all agree with openFDA"
D400,Eli Lilly and Company,Reyvow,2019-10-11,211280,MATCH,ELI LILLY AND CO,REYVOW,2019-10-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211280,"date, brand and sponsor all agree with openFDA"
D296,Vertex Pharmaceuticals Incorporated,Trikafta,2019-10-21,212273,MATCH,VERTEX PHARMS INC,TRIKAFTA,2019-10-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212273,"date, brand and sponsor all agree with openFDA"
D391,Giskit (per openFDA holder-of-record; ExEm Foam US),ExEm Foam,2019-11-07,212279,MATCH,GISKIT,EXEM FOAM,2019-11-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212279,"date, brand and sponsor all agree with openFDA"
D294,Bristol Myers Squibb Company (applicant at approval: Celgene),Reblozyl,2019-11-08,761136,MATCH,CELGENE CORP,REBLOZYL,2019-11-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761136,"date, brand and sponsor all agree with openFDA"
D280,BeOne Medicines (formerly BeiGene),Brukinsa,2019-11-14,213217,MATCH,BEONE MEDICINES USA,BRUKINSA,2019-11-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213217,"date, brand and sponsor all agree with openFDA"
D392,"Shionogi & Co., Ltd.",Fetroja,2019-11-14,209445,MATCH,SHIONOGI,FETROJA,2019-11-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209445,"date, brand and sponsor all agree with openFDA"
D278,Novartis AG,Adakveo,2019-11-15,761128,MATCH,NOVARTIS PHARMS CORP,ADAKVEO,2019-11-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761128,"date, brand and sponsor all agree with openFDA"
D286,"Alnylam Pharmaceuticals, Inc.",Givlaari,2019-11-20,212194,MATCH,ALNYLAM PHARMS INC,GIVLAARI,2019-11-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212194,"date, brand and sponsor all agree with openFDA"
D409,"SK Life Science, Inc. (SK group)",Xcopri,2019-11-21,212839,MATCH,SK LIFE,XCOPRI,2019-11-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212839,"date, brand and sponsor all agree with openFDA"
D290,"Global Blood Therapeutics, Inc. (acquired by Pfizer, 2022)",Oxbryta,2019-11-25,213137,MATCH,GLOBAL BLOOD THERAPS,OXBRYTA,2019-11-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213137,"date, brand and sponsor all agree with openFDA"
D407,"Sarepta Therapeutics, Inc.",Vyondys 53,2019-12-12,211970,MATCH,SAREPTA THERAPS INC,VYONDYS 53,2019-12-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211970,"date, brand and sponsor all agree with openFDA"
D291,Astellas Pharma Inc. (with Seagen),Padcev,2019-12-18,761137,MATCH,ASTELLAS,PADCEV EJFV,2019-12-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761137,"date, brand and sponsor all agree with openFDA"
D282,"Intra-Cellular Therapies, Inc. (acquired by J&J, 2025)",Caplyta,2019-12-20,209500,MATCH,INTRA-CELLULAR,CAPLYTA,2019-12-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209500,"date, brand and sponsor all agree with openFDA"
D283,"Eisai Co., Ltd.",Dayvigo,2019-12-20,212028,MATCH,EISAI INC,DAYVIGO,2019-12-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212028,"date, brand and sponsor all agree with openFDA"
D284,"Daiichi Sankyo Company, Limited",Enhertu,2019-12-20,761139,MATCH,DAIICHI SANKYO,ENHERTU,2019-12-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761139,"date, brand and sponsor all agree with openFDA"
D405,Dutch Ophthalmic Research Center International B.V.,TissueBlue,2019-12-20,209569,MATCH,DUTCH OPHTHALMIC,TISSUEBLUE,2019-12-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209569,"date, brand and sponsor all agree with openFDA"
D298,AbbVie Inc.,Ubrelvy,2019-12-23,211765,MATCH,ABBVIE,UBRELVY,2019-12-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211765,"date, brand and sponsor all agree with openFDA"
D301,"Blueprint Medicines Corporation (acquired by Sanofi, 2025)",Ayvakit,2020-01-09,212608,MATCH,BLUEPRINT MEDICINES,AYVAKIT,2020-01-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212608,"date, brand and sponsor all agree with openFDA"
D386,Horizon Therapeutics Ireland DAC,Tepezza,2020-01-21,761143,MATCH,HORIZON THERAPEUTICS IRELAND,TEPEZZA,2020-01-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761143,"date, brand and sponsor all agree with openFDA"
D385,"Epizyme, Inc.",Tazverik,2020-01-23,211723,MATCH,EPIZYME INC,TAZVERIK,2020-01-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211723,"date, brand and sponsor all agree with openFDA"
D384,B. Braun (Braintree Laboratories),Pizensy,2020-02-12,211281,MATCH,BRAINTREE LABS,PIZENSY,2020-02-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211281,"date, brand and sponsor all agree with openFDA"
D382,"H. Lundbeck A/S group (Lundbeck Seattle BioPharmaceuticals, Inc.)",Vyepti,2020-02-21,761119,MATCH,"Lundbeck Seattle BioPharmaceuticals, Inc.",VYEPTI,2020-02-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761119,"date, brand and sponsor all agree with openFDA"
D383,"Esperion Therapeutics, Inc. (openFDA applicant of record)",Nexletol,2020-02-21,211616,MATCH,ESPERION THERAPS INC,NEXLETOL,2020-02-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211616,"date, brand and sponsor all agree with openFDA"
D381,Acacia Pharma Group (Merck KGaA 2022),Barhemsys,2020-02-26,209510,MATCH_DATE_ONLY,LXO IRELAND,BARHEMSYS,2020-02-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209510,date and brand agree; sponsor wording differs (master 'Acacia Pharma Group (Merck KGaA 2022)' vs openFDA 'LXO IRELAND') — ownership change or legal-entity name
D380,"Biohaven Pharmaceuticals, Inc.",Nurtec ODT,2020-02-27,212728,MATCH_DATE_ONLY,PFIZER,NURTEC ODT,2020-02-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212728,"date and brand agree; sponsor wording differs (master 'Biohaven Pharmaceuticals, Inc.' vs openFDA 'PFIZER') — ownership change or legal-entity name"
D379,Sanofi (Sanofi-Aventis U.S. LLC),Sarclisa,2020-03-02,761113,MATCH,SANOFI AVENTIS US,SARCLISA,2020-03-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761113,"date, brand and sponsor all agree with openFDA"
D378,Recordati S.p.A. (Recordati Rare Diseases),Isturisa,2020-03-06,212801,MATCH,RECORDATI RARE,ISTURISA,2020-03-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212801,"date, brand and sponsor all agree with openFDA"
D302,Bristol Myers Squibb Company (applicant: Celgene),Zeposia,2020-03-25,209899,MATCH,BRISTOL,ZEPOSIA 7-DAY STARTER PACK,2020-03-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209899,"date, brand and sponsor all agree with openFDA"
D303,AstraZeneca PLC,Koselugo,2020-04-10,213756,MATCH,ASTRAZENECA,KOSELUGO,2020-04-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213756,"date, brand and sponsor all agree with openFDA"
D304,Incyte Corporation,Pemazyre,2020-04-17,213736,MATCH,INCYTE CORP,PEMAZYRE,2020-04-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213736,"date, brand and sponsor all agree with openFDA"
D377,Seagen Inc. (acquired by Pfizer),Tukysa,2020-04-17,213411,MATCH,SEAGEN,TUKYSA,2020-04-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213411,"date, brand and sponsor all agree with openFDA"
D376,"Immunomedics, Inc.",Trodelvy,2020-04-22,761115,MATCH,IMMUNOMEDICS INC,TRODELVY,2020-04-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761115,"date, brand and sponsor all agree with openFDA"
