decision_id,company_name,drug_brand,decision_date,application_number,crosscheck_status,openfda_sponsor_name,openfda_brand_name,openfda_decision_date,openfda_source_url,detail
D809,Gilead Sciences,Letairis,2007-06-15,022081,MATCH,GILEAD,LETAIRIS,2007-06-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022081,"date, brand and sponsor all agree with openFDA"
D810,Pfizer Inc.,Selzentry,2007-08-06,022128,MATCH_DATE_ONLY,VIIV HLTHCARE,SELZENTRY,2007-08-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022128,date and brand agree; sponsor wording differs (master 'Pfizer Inc.' vs openFDA 'VIIV HLTHCARE') — ownership change or legal-entity name
D811,Feinstein Kean? - Feinstein Institute/radiopharmacy (private),Ammonia N13,2007-08-23,022119,MATCH,FEINSTEIN,AMMONIA N 13,2007-08-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022119,"date, brand and sponsor all agree with openFDA"
D812,Biomeasure/IPSEN group,Somatuline Depot,2007-08-30,022074,MATCH,IPSEN PHARMA,SOMATULINE DEPOT,2007-08-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022074,"date, brand and sponsor all agree with openFDA"
D813,Johnson & Johnson,Doribax,2007-10-12,022106,MATCH_DATE_ONLY,SHIONOGI,DORIBAX,2007-10-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022106,date and brand agree; sponsor wording differs (master 'Johnson & Johnson' vs openFDA 'SHIONOGI') — ownership change or legal-entity name
D814,"Merck & Co., Inc.",Isentress,2007-10-12,022145,MATCH,MSD SUB MERCK,ISENTRESS,2007-10-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022145,"date, brand and sponsor all agree with openFDA"
D815,Bristol-Myers Squibb Co.,Ixempra,2007-10-16,022065,MATCH_DATE_ONLY,R-PHARM US LLC,IXEMPRA,2007-10-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022065,date and brand agree; sponsor wording differs (master 'Bristol-Myers Squibb Co.' vs openFDA 'R-PHARM US LLC') — ownership change or legal-entity name
D816,Novartis AG,Tasigna,2007-10-29,022068,MATCH,NOVARTIS,TASIGNA,2007-10-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022068,"date, brand and sponsor all agree with openFDA"
D817,Roche Holding AG (Genentech parent),Mircera,2007-11-14,125164,MATCH,HOFFMAN-LA ROCHE,MIRCERA,2007-11-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125164,"date, brand and sponsor all agree with openFDA"
D818,BioMarin Pharmaceutical,Kuvan,2007-12-13,022181,MATCH,BIOMARIN PHARM,KUVAN,2007-12-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022181,"date, brand and sponsor all agree with openFDA"
D819,Mylan Bertek (Mylan; now Viatris),Bystolic,2007-12-17,021742,MATCH_DATE_ONLY,ALLERGAN,BYSTOLIC,2007-12-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021742,date and brand agree; sponsor wording differs (master 'Mylan Bertek (Mylan; now Viatris)' vs openFDA 'ALLERGAN') — ownership change or legal-entity name
D820,Tibotec (Johnson & Johnson),Intelence,2008-01-18,022187,MATCH_DATE_ONLY,JANSSEN R AND D,ETRAVIRINE,2008-01-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022187,date and brand agree; sponsor wording differs (master 'Tibotec (Johnson & Johnson)' vs openFDA 'JANSSEN R AND D') — ownership change or legal-entity name
D821,Regeneron Pharmaceuticals,Arcalyst,2008-02-27,125249,MATCH_DATE_ONLY,"KINIKSA PHARMACEUTICALS (UK), LTD.",ARCALYST,2008-02-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125249,"date and brand agree; sponsor wording differs (master 'Regeneron Pharmaceuticals' vs openFDA 'KINIKSA PHARMACEUTICALS (UK), LTD.') — ownership change or legal-entity name"
D822,Wyeth (acquired by Pfizer 2009),Pristiq,2008-02-29,021992,MATCH_DATE_ONLY,PF PRISM CV,PRISTIQ EXTENDED-RELEASE,2008-02-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021992,date and brand agree; sponsor wording differs (master 'Wyeth (acquired by Pfizer 2009)' vs openFDA 'PF PRISM CV') — ownership change or legal-entity name
D823,Cephalon (acquired by Teva 2011),Treanda,2008-03-20,022249,MATCH,CEPHALON,TREANDA,2008-03-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022249,"date, brand and sponsor all agree with openFDA"
D824,CV Therapeutics (acquired by Gilead 2009),Lexiscan,2008-04-10,022161,MATCH_DATE_ONLY,ASTELLAS,LEXISCAN,2008-04-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022161,date and brand agree; sponsor wording differs (master 'CV Therapeutics (acquired by Gilead 2009)' vs openFDA 'ASTELLAS') — ownership change or legal-entity name
D825,UCB SA (Belgium),Cimzia,2008-04-22,125160,MATCH,UCB INC,CIMZIA,2008-04-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125160,"date, brand and sponsor all agree with openFDA"
D826,Progenics Pharmaceuticals (acquired by Lantheus 2020),Relistor,2008-04-24,021964,MATCH_DATE_ONLY,SALIX PHARMS,RELISTOR,2008-04-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021964,date and brand agree; sponsor wording differs (master 'Progenics Pharmaceuticals (acquired by Lantheus 2020)' vs openFDA 'SALIX PHARMS') — ownership change or legal-entity name
D827,Adolor Corp. (acquired by Cubist 2011),Entereg,2008-05-20,021775,MATCH,CUBIST PHARMS,ENTEREG,2008-05-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021775,"date, brand and sponsor all agree with openFDA"
D828,Sirion Therapeutics (private; Durezol US rights to Sanofi 2010),Durezol,2008-06-23,022212,MATCH_DATE_ONLY,SANDOZ,DIFLUPREDNATE OPHTHALMIC,2008-06-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022212,date and brand agree; sponsor wording differs (master 'Sirion Therapeutics (private; Durezol US rights to Sanofi 2010)' vs openFDA 'SANDOZ') — ownership change or legal-entity name
D829,Bayer AG,Eovist,2008-07-03,022090,MATCH,BAYER HLTHCARE,EOVIST,2008-07-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022090,"date, brand and sponsor all agree with openFDA"
D830,The Medicines Company (acquired by Novartis 2020),Cleviprex,2008-08-01,022156,MATCH_DATE_ONLY,CHIESI,CLEVIPREX,2008-08-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022156,date and brand agree; sponsor wording differs (master 'The Medicines Company (acquired by Novartis 2020)' vs openFDA 'CHIESI') — ownership change or legal-entity name
D831,Prestwick Pharmaceuticals (private; Biovail/Merz lineage),Xenazine,2008-08-15,021894,MATCH_DATE_ONLY,BAUSCH,XENAZINE,2008-08-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021894,date and brand agree; sponsor wording differs (master 'Prestwick Pharmaceuticals (private; Biovail/Merz lineage)' vs openFDA 'BAUSCH') — ownership change or legal-entity name
D832,Amgen Inc.,Nplate,2008-08-22,125268,MATCH,AMGEN,NPLATE,2008-08-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125268,"date, brand and sponsor all agree with openFDA"
D833,General Electric Co. (GE HealthCare),AdreView,2008-09-19,022290,MATCH,GE HEALTHCARE,ADREVIEW,2008-09-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022290,"date, brand and sponsor all agree with openFDA"
D834,Watson Pharmaceuticals (Actavis/Allergan/AbbVie lineage),Rapaflo,2008-10-08,022206,MATCH,ABBVIE,RAPAFLO,2008-10-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022206,"date, brand and sponsor all agree with openFDA"
D835,Schwarz BioSciences (acquired by UCB 2006),Vimpat,2008-10-28,022253,MATCH,UCB INC,VIMPAT,2008-10-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022253,"date, brand and sponsor all agree with openFDA"
D836,Pfizer Inc.,Toviaz,2008-10-31,022030,MATCH,PFIZER,TOVIAZ,2008-10-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022030,"date, brand and sponsor all agree with openFDA"
D837,Eisai Co. (Japan),Banzel,2008-11-14,021911,MATCH,EISAI INC,BANZEL,2008-11-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021911,"date, brand and sponsor all agree with openFDA"
D838,Ortho-McNeil (Johnson & Johnson),Nucynta,2008-11-20,022304,MATCH_DATE_ONLY,COLLEGIUM PHARM INC,TAPENTADOL,2008-11-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022304,date and brand agree; sponsor wording differs (master 'Ortho-McNeil (Johnson & Johnson)' vs openFDA 'COLLEGIUM PHARM INC') — ownership change or legal-entity name
D839,GlaxoSmithKline plc,Promacta,2008-11-20,022291,MATCH_DATE_ONLY,NOVARTIS,PROMACTA,2008-11-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022291,date and brand agree; sponsor wording differs (master 'GlaxoSmithKline plc' vs openFDA 'NOVARTIS') — ownership change or legal-entity name
D840,Eisai Co. (Japan),Lusedra,2008-12-12,022244,MISMATCH_DATE,EISAI INC,LUSEDRA,2008-12-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022244,master decision_date 2008-12-12 not among openFDA ORIG/AP dates for NDA022244: 2008-12-08 (difference 4 days)
D841,Genzyme (acquired by Sanofi 2011),Mozobil,2008-12-15,022311,MATCH,GENZYME,MOZOBIL,2008-12-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022311,"date, brand and sponsor all agree with openFDA"
D842,Epix Pharmaceuticals (delisted; Vasovist later Lantheus),Vasovist,2008-12-22,021711,MATCH_VIA_GENERIC,LANTHEUS MEDCL,ABLAVAR,2008-12-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021711,"date agrees and the master generic name reconciles with openFDA ('ABLAVAR'); openFDA publishes current labelling, so a discontinued or genericised product shows its generic/successor name"
D843,Ferring Pharmaceuticals (private),Firmagon,2008-12-24,022201,MATCH,FERRING,FIRMAGON,2008-12-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022201,"date, brand and sponsor all agree with openFDA"
D844,Cypress Bioscience (take-private 2010),Savella,2009-01-14,022256,MATCH_DATE_ONLY,ABBVIE,SAVELLA,2009-01-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022256,date and brand agree; sponsor wording differs (master 'Cypress Bioscience (take-private 2010)' vs openFDA 'ABBVIE') — ownership change or legal-entity name
D845,Takeda Pharmaceutical Co. (Japan),Uloric,2009-02-13,021856,MATCH,TAKEDA PHARMS USA,ULORIC,2009-02-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021856,"date, brand and sponsor all agree with openFDA"
D846,Novartis AG,Afinitor,2009-03-30,022334,MATCH,NOVARTIS,AFINITOR,2009-03-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022334,"date, brand and sponsor all agree with openFDA"
D847,Novartis AG,Coartem,2009-04-07,022268,MATCH,NOVARTIS,COARTEM,2009-04-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022268,"date, brand and sponsor all agree with openFDA"
D848,Sciele Pharma (acquired by Shionogi 2008),Ulesfia,2009-04-09,022129,MATCH,SHIONOGI,ULESFIA,2009-04-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022129,"date, brand and sponsor all agree with openFDA"
D849,Centocor (Johnson & Johnson),Simponi,2009-04-24,125289,MATCH,CENTOCOR ORTHO BIOTECH INC,SIMPONI,2009-04-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125289,"date, brand and sponsor all agree with openFDA"
D850,Ipsen SA (France),Dysport,2009-04-29,125274,MATCH,IPSEN BIOPHARM LTD,DYSPORT,2009-04-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125274,"date, brand and sponsor all agree with openFDA"
D851,Vanda Pharmaceuticals,Fanapt,2009-05-06,022192,MATCH,VANDA PHARMS INC,FANAPT,2009-05-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022192,"date, brand and sponsor all agree with openFDA"
D852,Otsuka Holdings (Japan),Samsca,2009-05-19,022275,MATCH,OTSUKA,SAMSCA,2009-05-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022275,"date, brand and sponsor all agree with openFDA"
D853,Bausch & Lomb (take-private 2013; Bausch + Lomb relisted 2022),Besivance,2009-05-28,022308,MATCH,BAUSCH AND LOMB,BESIVANCE,2009-05-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022308,"date, brand and sponsor all agree with openFDA"
D854,Novartis AG,Ilaris,2009-06-17,125319,MATCH,NOVARTIS PHARMS,ILARIS,2009-06-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125319,"date, brand and sponsor all agree with openFDA"
D855,Sanofi (Sanofi-Aventis),Multaq,2009-07-01,022425,MATCH,SANOFI AVENTIS US,MULTAQ,2009-07-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022425,"date, brand and sponsor all agree with openFDA"
D856,Eli Lilly and Co.,Effient,2009-07-10,022307,MATCH_DATE_ONLY,COSETTE,EFFIENT,2009-07-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022307,date and brand agree; sponsor wording differs (master 'Eli Lilly and Co.' vs openFDA 'COSETTE') — ownership change or legal-entity name
D857,Bristol-Myers Squibb Co.,Onglyza,2009-07-31,022350,MATCH_DATE_ONLY,ASTRAZENECA AB,ONGLYZA,2009-07-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022350,date and brand agree; sponsor wording differs (master 'Bristol-Myers Squibb Co.' vs openFDA 'ASTRAZENECA AB') — ownership change or legal-entity name
D858,"Kowa Company (private, Japan)",Livalo,2009-08-03,022363,MATCH,KOWA CO,LIVALO,2009-08-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022363,"date, brand and sponsor all agree with openFDA"
D859,Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007),Saphris,2009-08-13,022117,MATCH_DATE_ONLY,ABBVIE,SAPHRIS,2009-08-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022117,date and brand agree; sponsor wording differs (master 'Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007)' vs openFDA 'ABBVIE') — ownership change or legal-entity name
D860,H. Lundbeck A/S (Denmark),Sabril,2009-08-21,020427,MATCH,LUNDBECK PHARMS LLC,SABRIL,2009-08-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020427,"date, brand and sponsor all agree with openFDA"
D861,ISTA Pharmaceuticals (acquired by Bausch & Lomb 2012),Bepreve,2009-09-08,022288,MATCH,BAUSCH AND LOMB INC,BEPOTASTINE BESILATE,2009-09-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022288,"date, brand and sponsor all agree with openFDA"
D862,Theravance Biopharma,Vibativ,2009-09-11,022110,MATCH_DATE_ONLY,APOTEX,VIBATIV,2009-09-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022110,date and brand agree; sponsor wording differs (master 'Theravance Biopharma' vs openFDA 'APOTEX') — ownership change or legal-entity name
D863,Allos Therapeutics (acquired by Spectrum 2012),Folotyn,2009-09-24,022468,MATCH_DATE_ONLY,ACROTECH BIOPHARMA,FOLOTYN,2009-09-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022468,date and brand agree; sponsor wording differs (master 'Allos Therapeutics (acquired by Spectrum 2012)' vs openFDA 'ACROTECH BIOPHARMA') — ownership change or legal-entity name
D864,Centocor (Johnson & Johnson),Stelara,2009-09-25,125261,MATCH,CENTOCOR ORTHO BIOTECH INC,USTEKINUMAB,2009-09-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125261,"date, brand and sponsor all agree with openFDA"
D865,GlaxoSmithKline plc,Votrient,2009-10-19,022465,MATCH_DATE_ONLY,NOVARTIS,VOTRIENT,2009-10-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022465,date and brand agree; sponsor wording differs (master 'GlaxoSmithKline plc' vs openFDA 'NOVARTIS') — ownership change or legal-entity name
D866,GlaxoSmithKline plc,Arzerra,2009-10-26,125326,MATCH_DATE_ONLY,NOVARTIS,KESIMPTA,2009-10-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125326,date and brand agree; sponsor wording differs (master 'GlaxoSmithKline plc' vs openFDA 'NOVARTIS') — ownership change or legal-entity name
D867,Gloucester Pharmaceuticals (acquired by Celgene 2009),Istodax,2009-11-05,022393,MATCH_DATE_ONLY,BRISTOL-MYERS,ISTODAX,2009-11-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022393,date and brand agree; sponsor wording differs (master 'Gloucester Pharmaceuticals (acquired by Celgene 2009)' vs openFDA 'BRISTOL-MYERS') — ownership change or legal-entity name
D868,NeurogesX (bankrupt 2012),Qutenza,2009-11-16,022395,MATCH_DATE_ONLY,AVERITAS,QUTENZA,2009-11-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022395,date and brand agree; sponsor wording differs (master 'NeurogesX (bankrupt 2012)' vs openFDA 'AVERITAS') — ownership change or legal-entity name
D869,Dyax Corp. (acquired by Shire 2016),Kalbitor,2009-12-01,125277,MATCH,DYAX CORP.,KALBITOR,2009-12-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125277,"date, brand and sponsor all agree with openFDA"
D870,Genentech (acquired by Roche 2009),Actemra,2010-01-08,125276,MATCH,GENENTECH,ACTEMRA,2010-01-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125276,"date, brand and sponsor all agree with openFDA"
D871,Acorda Therapeutics (acquired by Merck 2024),Ampyra,2010-01-22,022250,MATCH_DATE_ONLY,MERZ,AMPYRA,2010-01-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022250,date and brand agree; sponsor wording differs (master 'Acorda Therapeutics (acquired by Merck 2024)' vs openFDA 'MERZ') — ownership change or legal-entity name
D872,Novo Nordisk A/S,Victoza,2010-01-25,022341,MATCH,NOVO NORDISK INC,LIRAGLUTIDE,2010-01-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022341,"date, brand and sponsor all agree with openFDA"
D873,Auxilium Pharmaceuticals (acquired by Endo 2015),Xiaflex,2010-02-02,125338,MATCH,AUXILIUM PHARMS,XIAFLEX,2010-02-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125338,"date, brand and sponsor all agree with openFDA"
D874,Shire plc (acquired by Takeda 2019),Vpriv,2010-02-26,022575,MATCH,SHIRE HUMAN GENETIC,VPRIV,2010-02-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022575,"date, brand and sponsor all agree with openFDA"
D875,"Orphan Europe (Recordati group, Italy)",Carbaglu,2010-03-18,022562,MATCH,RECORDATI RARE,CARBAGLU,2010-03-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022562,"date, brand and sponsor all agree with openFDA"
D876,"Chemische Fabrik Kreussler & Co. (private, Germany)",Asclera,2010-03-30,021201,MATCH_DATE_ONLY,CHEMISCH FBRK KRSSLR,ASCLERA,2010-03-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021201,"date and brand agree; sponsor wording differs (master 'Chemische Fabrik Kreussler & Co. (private, Germany)' vs openFDA 'CHEMISCH FBRK KRSSLR') — ownership change or legal-entity name"
D877,Bayer AG,Natazia,2010-05-06,022252,MATCH,BAYER HLTHCARE,NATAZIA,2010-05-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022252,"date, brand and sponsor all agree with openFDA"
D878,Genzyme (acquired by Sanofi 2011),Lumizyme,2010-05-24,125291,MATCH,GENZYME,LUMIZYME,2010-05-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125291,"date, brand and sponsor all agree with openFDA"
D879,Amgen Inc.,Prolia,2010-06-01,125320,MATCH,AMGEN,PROLIA,2010-06-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125320,"date, brand and sponsor all agree with openFDA"
D880,Sanofi (Sanofi-Aventis),Jevtana,2010-06-17,201023,MATCH,SANOFI AVENTIS US,JEVTANA,2010-06-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201023,"date, brand and sponsor all agree with openFDA"
D881,Vistakon Pharmaceuticals (Johnson & Johnson),Lastacaft,2010-07-28,022134,MATCH_DATE_ONLY,ABBVIE,LASTACAFT,2010-07-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022134,date and brand agree; sponsor wording differs (master 'Vistakon Pharmaceuticals (Johnson & Johnson)' vs openFDA 'ABBVIE') — ownership change or legal-entity name
D882,"Merz Pharma (private, Germany)",Xeomin,2010-07-30,125360,MATCH,MERZ PHARMS,XEOMIN,2010-07-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125360,"date, brand and sponsor all agree with openFDA"
D883,"Laboratoire HRA Pharma (private, France; Perrigo 2021)",Ella,2010-08-13,022474,MATCH,LAB HRA PHARMA,ELLA,2010-08-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022474,"date, brand and sponsor all agree with openFDA"
D884,Savient Pharmaceuticals (bankrupt 2013),Krystexxa,2010-09-14,125293,MATCH_DATE_ONLY,HORIZON PHARMA,KRYSTEXXA,2010-09-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125293,date and brand agree; sponsor wording differs (master 'Savient Pharmaceuticals (bankrupt 2013)' vs openFDA 'HORIZON PHARMA') — ownership change or legal-entity name
D885,Novartis AG,Gilenya,2010-09-21,022527,MATCH,NOVARTIS,GILENYA,2010-09-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022527,"date, brand and sponsor all agree with openFDA"
D886,Boehringer Ingelheim (private),Pradaxa,2010-10-19,022512,MATCH,BOEHRINGER INGELHEIM,PRADAXA,2010-10-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022512,"date, brand and sponsor all agree with openFDA"
D887,Sunovion Pharmaceuticals (Sumitomo Pharma subsidiary),Latuda,2010-10-28,200603,MATCH,SUNOVION PHARMS INC,LATUDA,2010-10-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200603,"date, brand and sponsor all agree with openFDA"
D888,Cerexa/Forest Laboratories (Actavis-Allergan lineage),Teflaro,2010-10-29,200327,MATCH_DATE_ONLY,ABBVIE,TEFLARO,2010-10-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200327,date and brand agree; sponsor wording differs (master 'Cerexa/Forest Laboratories (Actavis-Allergan lineage)' vs openFDA 'ABBVIE') — ownership change or legal-entity name
D889,Theratechnologies (Canada),Egrifta,2010-11-10,022505,MATCH,THERATECHNOLOGIES,EGRIFTA WR,2010-11-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022505,"date, brand and sponsor all agree with openFDA"
D890,Eisai Co. (Japan),Halaven,2010-11-15,201532,MATCH,EISAI INC,HALAVEN,2010-11-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201532,"date, brand and sponsor all agree with openFDA"
D891,General Electric Co. (GE HealthCare),Datscan,2011-01-14,022454,MATCH,GE HLTHCARE INC,DATSCAN,2011-01-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022454,"date, brand and sponsor all agree with openFDA"
D892,ParaPRO LLC (private),Natroba,2011-01-18,022408,MATCH_DATE_ONLY,CIPHER,NATROBA,2011-01-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022408,date and brand agree; sponsor wording differs (master 'ParaPRO LLC (private)' vs openFDA 'CIPHER') — ownership change or legal-entity name
D893,Bayer AG,Gadavist,2011-03-14,201277,MATCH,BAYER HLTHCARE,GADAVIST,2011-03-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201277,"date, brand and sponsor all agree with openFDA"
D894,XenoPort (acquired by Depomed 2016),Horizant,2011-04-06,022399,MATCH_DATE_ONLY,AZURITY,HORIZANT,2011-04-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022399,date and brand agree; sponsor wording differs (master 'XenoPort (acquired by Depomed 2016)' vs openFDA 'AZURITY') — ownership change or legal-entity name
D895,Centocor (Johnson & Johnson),Zytiga,2011-04-28,202379,MATCH_DATE_ONLY,JANSSEN BIOTECH,ZYTIGA,2011-04-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202379,date and brand agree; sponsor wording differs (master 'Centocor (Johnson & Johnson)' vs openFDA 'JANSSEN BIOTECH') — ownership change or legal-entity name
D896,Tibotec (Johnson & Johnson),Edurant,2011-05-20,202022,MATCH_DATE_ONLY,JANSSEN PRODS,EDURANT,2011-05-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202022,date and brand agree; sponsor wording differs (master 'Tibotec (Johnson & Johnson)' vs openFDA 'JANSSEN PRODS') — ownership change or legal-entity name
D897,GlaxoSmithKline plc,Potiga,2011-06-10,022345,MATCH,GLAXOSMITHKLINE,POTIGA,2011-06-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022345,"date, brand and sponsor all agree with openFDA"
