decision_id,year,application_number,application_kind,company_name,openfda_sponsor_name,ticker,exchange,sponsor_resolution_basis,drug_brand,drug_generic,product_details,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,source_url_1,source_url_2,source_url_3,payload_file,payload_sha256_prefix,verification_status,us_investable_class,notes
V27-NDA216660-2022-09-29,2022,NDA216660,NDA,AMYLYX,AMYLYX,,,UNRESOLVED - no exact match for AMYLYX; blank beats guessed,RELYVRIO,,RELYVRIO (FOR SUSPENSION ORAL),Original Approval (Type 1 - New Molecular Entity),2022-09-29,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216660,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA216660""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA216660 approved 2022-09-29, brand RELYVRIO, type Type 1 - New Molecular Entity, sponsor AMYLYX. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA214801-2022-09-30,2022,NDA214801,NDA,TAIHO ONCOLOGY,TAIHO ONCOLOGY,,,UNRESOLVED - no exact match for TAIHO ONCOLOGY; blank beats guessed,LYTGOBI,FUTIBATINIB,LYTGOBI (TABLET ORAL); LYTGOBI (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2022-09-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214801,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA214801""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA214801 approved 2022-09-30, brand LYTGOBI, type Type 1 - New Molecular Entity, sponsor TAIHO ONCOLOGY. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761289-2022-10-21,2022,BLA761289,BLA,ASTRAZENECA AB,ASTRAZENECA AB,,,UNRESOLVED - no exact match for ASTRAZENECA AB; blank beats guessed,IMJUDO,TREMELIMUMAB,IMJUDO (INJECTABLE INTRAVENOUS); IMJUDO (INJECTABLE INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2022-10-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761289,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761289""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761289 approved 2022-10-21, brand IMJUDO, type Type 1 - New Molecular Entity, sponsor ASTRAZENECA AB. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761291-2022-10-25,2022,BLA761291,BLA,JANSSEN BIOTECH,JANSSEN BIOTECH,,,UNRESOLVED - no exact match for JANSSEN BIOTECH; blank beats guessed,TECVAYLI,TECLISTAMAB-CQYV,TECVAYLI (INJECTABLE INJECTION); TECVAYLI (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-10-25,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761291,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761291""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761291 approved 2022-10-25, brand TECVAYLI, type Type 1 - New Molecular Entity, sponsor JANSSEN BIOTECH. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761310-2022-11-14,2022,BLA761310,BLA,IMMUNOGEN INC,IMMUNOGEN INC,,,UNRESOLVED - no exact match for IMMUNOGEN INC; blank beats guessed,ELAHERE,MIRVETUXIMAB SORAVTANSINE,ELAHERE (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-11-14,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761310,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761310""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761310 approved 2022-11-14, brand ELAHERE, type Type 1 - New Molecular Entity, sponsor IMMUNOGEN INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761183-2022-11-17,2022,BLA761183,BLA,PROVENTION BIO INC,PROVENTION BIO INC,,,UNRESOLVED - no exact match for PROVENTION BIO INC; blank beats guessed,TZIELD,TEPLIZUMAB-MZWV,TZIELD (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-11-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761183,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761183""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761183 approved 2022-11-17, brand TZIELD, type Type 1 - New Molecular Entity, sponsor PROVENTION BIO INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215814-2022-12-01,2022,NDA215814,NDA,RIGEL PHARMS,RIGEL PHARMS,,,UNRESOLVED - no exact match for RIGEL PHARMS; blank beats guessed,REZLIDHIA,OLUTASIDENIB,REZLIDHIA (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2022-12-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215814,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215814""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215814 approved 2022-12-01, brand REZLIDHIA, type Type 1 - New Molecular Entity, sponsor RIGEL PHARMS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA216340-2022-12-12,2022,NDA216340,NDA,BRISTOL,BRISTOL,,,UNRESOLVED - no exact match for BRISTOL; blank beats guessed,KRAZATI,ADAGRASIB,KRAZATI (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2022-12-12,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=216340,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA216340""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA216340 approved 2022-12-12, brand KRAZATI, type Type 1 - New Molecular Entity, sponsor BRISTOL. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761263-2022-12-22,2022,BLA761263,BLA,GENENTECH INC,GENENTECH INC,,,UNRESOLVED - no exact match for GENENTECH INC; blank beats guessed,LUNSUMIO,MOSUNETUZUMAB,LUNSUMIO VELO (INJECTABLE INJECTION); LUNSUMIO (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2022-12-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761263,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761263""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761263 approved 2022-12-22, brand LUNSUMIO, type Type 1 - New Molecular Entity, sponsor GENENTECH INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215973-2022-12-22,2022,NDA215973,NDA,GILEAD SCIENCES INC,GILEAD SCIENCES INC,,,UNRESOLVED - no exact match for GILEAD SCIENCES INC; blank beats guessed,SUNLENCA,LENACAPAVIR SODIUM,SUNLENCA (SOLUTION SUBCUTANEOUS),Original Approval (Type 1 - New Molecular Entity),2022-12-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215973,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215973""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215973 approved 2022-12-22, brand SUNLENCA, type Type 1 - New Molecular Entity, sponsor GILEAD SCIENCES INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA215974-2022-12-22,2022,NDA215974,NDA,GILEAD SCIENCES INC,GILEAD SCIENCES INC,,,UNRESOLVED - no exact match for GILEAD SCIENCES INC; blank beats guessed,SUNLENCA,LENACAPAVIR SODIUM,SUNLENCA (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2022-12-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215974,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA215974""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA215974 approved 2022-12-22, brand SUNLENCA, type Type 1 - New Molecular Entity, sponsor GILEAD SCIENCES INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA214375-2022-12-23,2022,NDA214375,NDA,POLAREAN,POLAREAN,,,UNRESOLVED - no exact match for POLAREAN; blank beats guessed,XENOVIEW,XENON XE 129 HYPERPOLARIZED,XENOVIEW (GAS INHALATION),Original Approval (Type 1 - New Molecular Entity),2022-12-23,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214375,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA214375""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA214375 approved 2022-12-23, brand XENOVIEW, type Type 1 - New Molecular Entity, sponsor POLAREAN. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761192-2022-12-28,2022,BLA761192,BLA,"MEDIWOUND, LTD","MEDIWOUND, LTD",,,"UNRESOLVED - no exact match for MEDIWOUND, LTD; blank beats guessed",NEXOBRID,ANACAULASE-BCDB,NEXOBRID (GEL TOPICAL),Original Approval (Type 1 - New Molecular Entity),2022-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761192,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761192""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761192 approved 2022-12-28, brand NEXOBRID, type Type 1 - New Molecular Entity, sponsor MEDIWOUND, LTD. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761238-2022-12-28,2022,BLA761238,BLA,"TG THERAPEUTICS, INC","TG THERAPEUTICS, INC",,,"UNRESOLVED - no exact match for TG THERAPEUTICS, INC; blank beats guessed",BRIUMVI,UBLITUXIMAB,BRIUMVI (INJECTABLE INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2022-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761238,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761238""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20220101%20TO%2020221231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json,b596174c52d2,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761238 approved 2022-12-28, brand BRIUMVI, type Type 1 - New Molecular Entity, sponsor TG THERAPEUTICS, INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2022.json SHA prefix b596174c52d2. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA761269-2023-01-06,2023,BLA761269,BLA,EISAI INC,EISAI INC,,,UNRESOLVED - no exact match for EISAI INC; blank beats guessed,LEQEMBI,LECANEMAB,LEQEMBI (INJECTABLE INJECTION); LEQEMBI (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2023-01-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761269,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA761269""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20230101%20TO%2020231231]&limit=1000&skip=3000",data/raw/openfda_orig_decisions_2011_2026/decisions_2023.json,9f8dc99c60a6,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA761269 approved 2023-01-06, brand LEQEMBI, type Type 1 - New Molecular Entity, sponsor EISAI INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2023.json SHA prefix 9f8dc99c60a6. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
