audit_id,year,application_number,application_kind,drug_brand,drug_generic,openfda_holder,payload_decision_date,payload_class_code,payload_class_description,payload_review_priority,tracked_in,tracked_row_id,tracked_table_date,tracked_table_class,tracked_table_priority,date_agreement,class_agreement,priority_agreement,matched_via,verdict,review_flag,source_url_drugsatfda,source_query_url
F1984-052,1984,NDA017473,NDA,ORAP,PIMOZIDE 1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TEVA,1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-16,1984-07-31,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017473,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-053,1984,NDA018700,NDA,INOCOR,INAMRINONE LACTATE EQ 5MG BASE/ML,SANOFI AVENTIS US,1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-17,1984-07-31,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018700,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-054,1984,NDA019037,NDA,IMODIUM,LOPERAMIDE HYDROCHLORIDE 1MG/5ML,JANSSEN PHARMS,1984-07-31,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019037,1984-07-31,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019037,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-055,1984,NDA018686,NDA,NORMODYNE,LABETALOL HYDROCHLORIDE 5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SCHERING,1984-08-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-18,1984-08-01,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018686,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-056,1984,NDA018687,NDA,NORMODYNE,LABETALOL HYDROCHLORIDE 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SCHERING,1984-08-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018687,1984-08-01,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018687,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-057,1984,NDA018716,NDA,TRANDATE,LABETALOL HYDROCHLORIDE 300MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ALVOGEN,1984-08-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-06,1984-08-01,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018716,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-058,1984,NDA018829,NDA,INDOMETHACIN,INDOMETHACIN,CHARTWELL MOLECULES,1984-08-06,,,,fda_original_non_nme_decisions.csv,O-NDA018829,1984-08-06,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018829,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-059,1984,NDA050564,NDA,AUGMENTIN '250',AMOXICILLIN 250MG; CLAVULANATE POTASSIUM EQ 125MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,US ANTIBIOTICS,1984-08-06,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-07,1984-08-06,TYPE 1/4,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050564,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-060,1984,NDA050575,NDA,AUGMENTIN '125',AMOXICILLIN AND CLAVULANATE POTASSIUM,US ANTIBIOTICS,1984-08-06,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050575,1984-08-06,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050575,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-061,1984,NDA017814,NDA,INDOCIN,INDOMETHACIN 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,COSETTE,1984-08-13,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA017814,1984-08-13,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017814,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-062,1984,NDA018888,NDA,MONISTAT 3,MICONAZOLE NITRATE 200MG,MEDTECH PRODUCTS,1984-08-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018888,1984-08-15,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018888,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-063,1984,NDA018340,NDA,AEROBID,FLUNISOLIDE 0.25MG/INH,ROCHE PALO,1984-08-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018340,1984-08-17,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018340,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-064,1984,NDA018931,NDA,TRAVASOL 10% IN PLASTIC CONTAINER,"LEUCINE, PHENYLALANINE, LYSINE HYDROCHLORIDE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, TYROSINE, SERINE",BAXTER HLTHCARE,1984-08-23,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018931,1984-08-23,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018931,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-065,1984,NDA019279,NDA,DIMETANE-DX,BROMPHENIRAMINE MALEATE 2MG/5ML; DEXTROMETHORPHAN HYDROBROMIDE 10MG/5ML; PSEUDOEPHEDRINE HYDROCHLORIDE 30MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ROBINS AH,1984-08-24,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019279,1984-08-24,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019279,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-066,1984,NDA018991,NDA,LIPOSYN II 20%,SAFFLOWER OIL 10%; SOYBEAN OIL 10% (10GM/100ML),HOSPIRA,1984-08-27,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018991,1984-08-27,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018991,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-067,1984,NDA018997,NDA,LIPOSYN II 10%,SAFFLOWER OIL 5%; SOYBEAN OIL 5% (5GM/100ML),HOSPIRA,1984-08-27,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018997,1984-08-27,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018997,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-068,1984,NDA018631,NDA,TRENTAL,PENTOXIFYLLINE 400MG,VALIDUS PHARMS,1984-08-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-05,1984-08-30,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018631,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-069,1984,NDA019141,NDA,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,FOUGERA,1984-09-04,,,,fda_original_non_nme_decisions.csv,O-NDA019141,1984-09-04,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019141,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-070,1984,NDA019143,NDA,ALPHATREX,BETAMETHASONE DIPROPIONATE EQ 0.05% BASE,SAVAGE LABS,1984-09-04,,,,fda_original_non_nme_decisions.csv,O-NDA019143,1984-09-04,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019143,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-071,1984,NDA018947,NDA,SODIUM LACTATE IN PLASTIC CONTAINER,SODIUM LACTATE 5MEQ/ML,HOSPIRA,1984-09-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018947,1984-09-05,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018947,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-072,1984,NDA018817,NDA,CALAN,VERAPAMIL HYDROCHLORIDE 40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PFIZER,1984-09-10,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018817,1984-09-10,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018817,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-073,1984,NDA018565,NDA,DURAMORPH PF,MORPHINE SULFATE,HIKMA,1984-09-18,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018565,1984-09-18,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018565,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-074,1984,NDA018969,NDA,LIPOSYN III 10%,SOYBEAN OIL 10%,HOSPIRA,1984-09-24,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018969,1984-09-24,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018969,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-075,1984,NDA018970,NDA,LIPOSYN III 20%,SOYBEAN OIL 20%,HOSPIRA,1984-09-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018970,1984-09-25,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018970,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-076,1984,NDA018684,NDA,BRANCHAMIN 4% IN PLASTIC CONTAINER,AMINO ACIDS 4% (4GM/100ML),BAXTER HLTHCARE,1984-09-28,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018684,1984-09-28,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018684,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-077,1984,NDA018832,NDA,ALLOPURINOL,ALLOPURINOL,WATSON LABS,1984-09-28,,,,fda_original_non_nme_decisions.csv,O-NDA018832,1984-09-28,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018832,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-078,1984,NDA018877,NDA,ALLOPURINOL,ALLOPURINOL,WATSON LABS,1984-09-28,,,,fda_original_non_nme_decisions.csv,O-NDA018877,1984-09-28,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018877,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-079,1984,NDA018796,NDA,PILOPINE HS,PILOCARPINE HYDROCHLORIDE 4%,ALCON,1984-10-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018796,1984-10-01,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018796,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-080,1984,NDA018155,NDA,OPTICROM,CROMOLYN SODIUM 4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ALLERGAN,1984-10-03,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018155,1984-10-03,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018155,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-081,1984,NDA018894,NDA,TOLAZAMIDE,TOLAZAMIDE 500MG,COSETTE,1984-10-03,,,,fda_original_non_nme_decisions.csv,O-NDA018894,1984-10-03,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018894,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-082,1984,NDA050589,NDA,CEFIZOX IN PLASTIC CONTAINER,CEFTIZOXIME SODIUM EQ 40MG BASE/ML,ASTELLAS,1984-10-03,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050589,1984-10-03,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050589,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-083,1984,NDA018891,NDA,CATAPRES-TTS-3,CLONIDINE TRANSDERMAL SYSTEM,LAVIPHARM,1984-10-10,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018891,1984-10-10,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018891,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-084,1984,NDA018709,NDA,CAPOZIDE 50/25,CAPTOPRIL 50MG; HYDROCHLOROTHIAZIDE 25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,APOTHECON,1984-10-12,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018709,1984-10-12,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018709,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-085,1984,NDA019264,NDA,PENTAM,PENTAMIDINE ISETHIONATE,FRESENIUS KABI USA,1984-10-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-19,1984-10-16,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019264,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-086,1984,NDA019090,NDA,ZANTAC,RANITIDINE HYDROCHLORIDE EQ 25MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PAI HOLDINGS PHARM,1984-10-19,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019090,1984-10-19,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019090,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-087,1984,NDA019129,NDA,MAXZIDE-25,HYDROCHLOROTHIAZIDE 25MG; TRIAMTERENE 37.5MG,AUROBINDO PHARMA USA,1984-10-22,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA019129,1984-10-22,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019129,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-088,1984,NDA018983,NDA,COLYTE-FLAVORED,POLYETHYLENE GLYCOL 3350 240GM/BOT; POTASSIUM CHLORIDE 2.98GM/BOT; SODIUM BICARBONATE 6.72GM/BOT; SODIUM CHLORIDE 5.84GM/BOT; SODIUM SULFATE ANHYDROUS 22.72GM/BOT **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,STRIDES PHARMA INTL,1984-10-26,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018983,1984-10-26,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018983,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-089,1984,NDA050557,NDA,BENZAMYCIN,ERYTHROMYCIN AND BENZOYL PEROXIDE,VALEANT INTL,1984-10-26,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050557,1984-10-26,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050557,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-090,1984,NDA019190,NDA,TRIPHASIL-28,"ETHINYL ESTRADIOL 0.03MG,0.04MG,0.03MG; LEVONORGESTREL 0.05MG,0.075MG,0.125MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",WYETH PHARMS INC,1984-11-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019190,1984-11-01,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019190,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-091,1984,NDA019192,NDA,TRIPHASIL-21,"ETHINYL ESTRADIOL 0.03MG,0.04MG,0.03MG; LEVONORGESTREL 0.05MG,0.075MG,0.125MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",WYETH PHARMS,1984-11-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019192,1984-11-01,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019192,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
