row_id,application_number,probe_file,probe_url,probe_sha256,live_orig_date,live_class_code,live_review_priority,live_sponsor,status,checked_against_payload
PRE1980AUDIT-1969-21,NDA013731,probe_NDA013731.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013731%22&limit=1000,c073cdc3c11ae44ac62fa0c34aa7571949370abc1d991f27446f3c5455d418fa,19691024,TYPE 1,STANDARD,GE HEALTHCARE,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1969-24,NDA016624,probe_NDA016624.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016624%22&limit=1000,1ec6dc2a6991d3ef74954fe4d7666e0e07adebd98bf2743f555b7dd03d3765f5,19691128,TYPE 1,STANDARD,ALLERGAN,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-01,NDA016769,probe_NDA016769.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016769%22&limit=1000,e885134acfce4844b21c423dddb17357913a3a4f7ca6cef16231ae26ac88a5cc,19700115,TYPE 1,STANDARD,ORTHO MCNEIL JANSSEN,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-02,NDA016812,probe_NDA016812.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016812%22&limit=1000,26fe29175fcdc5124adc78e7d9adceb35b6584ee4e2ec47d1d083c2b28e49c0e,19700219,TYPE 1,PRIORITY,PH HEALTH,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-04,NDA016774,probe_NDA016774.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016774%22&limit=1000,3c5eccd7a763f236f455f820f4035fe6f22f91a3d3b91a97bf431ef2e37e3bc9,19700227,TYPE 1,STANDARD,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-07,NDA016782,probe_NDA016782.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016782%22&limit=1000,2f2181a6391c8905caf015706f84447739027c35e80dadf3704fa4892420af2d,19700406,TYPE 1,PRIORITY,SOLVAY,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-10,NDA016721,probe_NDA016721.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016721%22&limit=1000,e8148eb84abf90b6fa377bdfd3faa679918952708cd8dd406af197cc37c1d0cb,19700407,TYPE 1,PRIORITY,VALEANT PHARM INTL,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-12,NDA016750,probe_NDA016750.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016750%22&limit=1000,a64a1cde6d5cb6f048d8b49d69856c5324b53c3643a9e7a8447bb3eb1ce9ff17,19700422,TYPE 1,STANDARD,AMPHASTAR PHARMS INC,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-14,NDA050109,probe_NDA050109.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050109%22&limit=1000,9e1b5f18cd153789ee69968d72fb48e388876f6ded5cbaa11cbbff54cf976395,19700505,TYPE 1,PRIORITY,PFIZER,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-16,NDA016912,probe_NDA016912.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016912%22&limit=1000,c9aad0b19762e0cea1230f704800b781b00807b8b72fb8b9a12b185af603ee9f,19700604,TYPE 1,PRIORITY,ROCHE,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-25,NDA016885,probe_NDA016885.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016885%22&limit=1000,490dc97e141ef77898f9af327b5e2bd8da08a9663dd39bb3a81e54e5e5da7be4,19700708,TYPE 1,PRIORITY,ESTEVE,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-32,NDA019853,probe_NDA019853.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019853%22&limit=1000,48ea450b2e00ca5062031d584514652b35558b9ee3f76ce90a0c445d51991e49,19701204,TYPE 1,STANDARD,VALEANT PHARMS INTL,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1970-38,NDA016929,probe_NDA016929.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016929%22&limit=1000,43339a831d12b3395405305223eaaec01279469d2c71a80baa5e50e757382519,19701218,TYPE 1,PRIORITY,HOSPIRA,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-16,NDA016636,probe_NDA016636.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016636%22&limit=1000,851d9d633215ff60b892a0a91dd4a918f3bd150b838ae1a389cd6bcc3ed354dc,19710413,TYPE 1,PRIORITY,ADAPT,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-25,NDA016908,probe_NDA016908.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016908%22&limit=1000,49a46f4d2822375f7b722e4e25756793a1794f8fd274a830afb9eb543d5eb3c9,19710630,TYPE 1,STANDARD,ALVOGEN,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-28,NDA016942,probe_NDA016942.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016942%22&limit=1000,8dd82cc09bfb6c1c320a3307fb93076df40e32f4b168be411339afdebb4a9bcd,19710806,TYPE 1,PRIORITY,WESTWOOD SQUIBB,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-33,NDA016979,probe_NDA016979.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016979%22&limit=1000,58b34fdd454dda3ba98eb6719e9f7ab3bdc429db460c85c3ac22e7ab402e82cf,19710818,TYPE 1,STANDARD,BRISTOL MYERS SQUIBB,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-44,NDA016921,probe_NDA016921.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016921%22&limit=1000,bb04060085bbed470bc1a74dd771fd43bbc15f8b9de7bce59502a7995682a1db,19711020,TYPE 1,PRIORITY,VALEANT INTL,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-45,NDA016224,probe_NDA016224.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016224%22&limit=1000,2271ee4bdbe477eacb135b082872f61491f862875aabb6af462964071adba5a3,19711123,TYPE 1,PRIORITY,BRACCO,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1971-46,NDA017001,probe_NDA017001.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017001%22&limit=1000,13b735b4fb397511e4396396236268f61aaa381564e6bab06bc5630d7a213e06,19711126,TYPE 1,PRIORITY,BAUSCH,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-01,NDA017010,probe_NDA017010.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017010%22&limit=1000,a873a0b737e3e4a2b39d6cbb0adadfd0cdc712d12f5ec366ce530c08645d183b,19720104,TYPE 1,STANDARD,PADAGIS US,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-08,NDA017042,probe_NDA017042.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017042%22&limit=1000,21298936a64db7888ecff179e136650d810768662624114ee4117e904d157ed1,19720224,TYPE 1,PRIORITY,GE HEALTHCARE,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-15,NDA017105,probe_NDA017105.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017105%22&limit=1000,d0cbabe7c9f0b361f0addec8b55f22965ced938201a581b45bb50eee5b10d2e6,19720623,TYPE 1,STANDARD,AJENAT PHARMS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-17,NDA017087,probe_NDA017087.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017087%22&limit=1000,36f5cb6dc942128a2d0a76163314d7eb42664a32a4efce99d05d63b7811883bb,19720828,TYPE 1,STANDARD,BAXTER HLTHCARE,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-19,NDA016968,probe_NDA016968.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016968%22&limit=1000,f4591bcb65f3607933755d9184a7392ddac88649df1efe44b8df37a1abc8f83e,19720928,TYPE 1,PRIORITY,ALCON,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-21,NDA016964,probe_NDA016964.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016964%22&limit=1000,88970b4b38f52eece52326f0041a28b5ca4dbfd64cd9189038ae3ac9f4983717,19721003,TYPE 1,PRIORITY,HOSPIRA,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1972-24,NDA017015,probe_NDA017015.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017015%22&limit=1000,3da9011e31589c71cd628d2514ff9fecb77a30d777f7ad7360a315cef44d1302,19721024,TYPE 1,PRIORITY,ORGANON USA INC,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-04,NDA016996,probe_NDA016996.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016996%22&limit=1000,f2fa6974cdb9d585b4b9a78fd2f6507c1b566b6b776923fb26bacaf58faa7e71,19730122,TYPE 1,PRIORITY,SCHERING,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-15,NDA017047,probe_NDA017047.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017047%22&limit=1000,7118a109ceea2a3accd586c73c0270088b3abfacc4fc89b141d2754c92ddbd94,19730507,TYPE 1,PRIORITY,BRACCO,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-19,NDA017129,probe_NDA017129.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017129%22&limit=1000,ef35c50fe2434055a4370d8de32c3b3c758c316a1f7ffc7c77b497dd9a9a8a83,19730516,TYPE 1,STANDARD,MALLINCKRODT,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-21,NDA017247,probe_NDA017247.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017247%22&limit=1000,48946ade27129be8d8718f262e50b5f605aadf8b80f2348775844f4140fe4dad,19730614,TYPE 1,STANDARD,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-24,NDA017376,probe_NDA017376.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017376%22&limit=1000,1fc5331d0fdef3e750f4dae195235e10951381be6d9a9346c0eee18254937390,19730730,TYPE 1/4,PRIORITY,MONARCH PHARMS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-26,NDA016402,probe_NDA016402.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016402%22&limit=1000,de2e5cfd6350e74504912368b9243e24a958e779e28d051d39d039d690e3cf0c,19730731,TYPE 1,PRIORITY,BOEHRINGER INGELHEIM,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-27,NDA050443,probe_NDA050443.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050443%22&limit=1000,26e2e4d7cbf3b05fee8e0418defd4eb1707acfad98d792e7fbe1ce0eabb35f1e,19730731,TYPE 1,UNKNOWN,BRISTOL MYERS SQUIBB,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-33,NDA017454,probe_NDA017454.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017454%22&limit=1000,363c509f6985e5c7b20ebafd78198286d9b3372d5208933f6d9e3bddaa3abbbc,19730928,TYPE 1,PRIORITY,MALLINCKRODT,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-35,NDA016211,probe_NDA016211.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016211%22&limit=1000,c654b6c510feade3eaec7c46dd83cfd7de3638147f8545e0088dfa04b499c83b,19731009,TYPE 1,STANDARD,NOVARTIS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-41,NDA017386,probe_NDA017386.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017386%22&limit=1000,1bd692dabfd35fbf1dc8a061da639c881b32b38fe5b30fbe3d2675acda0bcfae,19731127,TYPE 1,STANDARD,I3 PHARMS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1973-42,NDA016729,probe_NDA016729.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016729%22&limit=1000,62b3d5fabaac9877efc224737567fef5d383f2dcd15159244711dc66ba39b617,19731217,TYPE 1,PRIORITY,MALLINCKRODT,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1974-03,NDA017443,probe_NDA017443.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017443%22&limit=1000,bd44b6e0b884a7ab3871f34a16af5b9d79f05972cb9f1aa16ce26fcac4ff38cc,19740115,TYPE 1,PRIORITY,PH HEALTH,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1974-04,NDA017111,probe_NDA017111.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017111%22&limit=1000,88f80a45f271a6b18bfb6158dfacd5c4e26f8fdb244f22861d805244b309b0ab,19740118,TYPE 1,STANDARD,CHARTWELL RX,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1974-05,NDA050459,probe_NDA050459.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050459%22&limit=1000,c729f9d0b2744f79d3d6b2b0e019fae18ae3029d36c39077c3274d0cdddd7ea7,19740118,TYPE 1,PRIORITY,GLAXOSMITHKLINE,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1974-08,NDA017450,probe_NDA017450.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017450%22&limit=1000,5b25c71fe7008d77d33bba568498acb5fbc5ce3c706dd2039cd2887080dfb0b9,19740130,TYPE 1,STANDARD,MEDTECH PRODUCTS,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1974-11,NDA017395,probe_NDA017395.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017395%22&limit=1000,51f6f7e5557fd21f68b996744794621e82808bb81071ef285b48ef3c32647c16,19740225,TYPE 1,PRIORITY,HOSPIRA,MATCH,date+class+priority+holder all equal
PRE1980AUDIT-1974-14,NDA016820,probe_NDA016820.json,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016820%22&limit=1000,90553b3a6365386566fa6e263f58b36ef8feecca65d6532b17bff62a558bcaf5,19740312,TYPE 1,STANDARD,PFIZER,MATCH,date+class+priority+holder all equal
