supplement_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,submission_number,decision_type,decision_date,review_priority,submission_property_type,pharm_class_epc,route,approval_letter_url,label_url,source_url_drugsatfda,source_query_url,verification_status,sponsor_resolution_basis,notes
S2000-NDA020812-3,Haleon plc,HALEON US HOLDINGS,HLN,NYSE,US-LISTED (ADR),INFANTS ADVIL,IBUPROFEN,NDA020812,3,Efficacy Supplement Approval,2000-01-12,STANDARD,,Nonsteroidal Anti-inflammatory Drug [EPC],ORAL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/020812s003lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020812,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA label document (no approval letter published),sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019898-26,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,PRAVACHOL,PRAVASTATIN SODIUM,NDA019898,26,Efficacy Supplement Approval,2000-01-18,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S26LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019898,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019898-27,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,PRAVACHOL,PRAVASTATIN SODIUM,NDA019898,27,Efficacy Supplement Approval,2000-01-18,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S26LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019898,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019898-29,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,PRAVACHOL,PRAVASTATIN SODIUM,NDA019898,29,Efficacy Supplement Approval,2000-01-18,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S26LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019898,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019898-30,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,PRAVACHOL,PRAVASTATIN SODIUM,NDA019898,30,Efficacy Supplement Approval,2000-01-18,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S26LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019898,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019941-11,Teva Pharmaceutical Industries Ltd,TEVA BRANDED PHARM,TEVA,NYSE,US-LISTED (ADR),EMLA,LIDOCAINE; PRILOCAINE,NDA019941,11,Efficacy Supplement Approval,2000-01-28,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19941S11LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/19941S11LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019941,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050740-1,Astellas Pharma Inc.,ASTELLAS,ALPMY,OTC ADR; primary TSE:4503,US-LISTED (ADR),AMBISOME,AMPHOTERICIN B,NDA050740,1,Efficacy Supplement Approval,2000-01-28,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50-740S001_AmBisome_Approv.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50-740S001_AmBisome_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050740,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020634-8,Johnson & Johnson,JANSSEN PHARMS,JNJ,NYSE,US-LISTED,LEVAQUIN,LEVOFLOXACIN,NDA020634,8,Efficacy Supplement Approval,2000-02-02,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S7,8LTR.PDF",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020634,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020635-7,Johnson & Johnson,JANSSEN PHARMS,JNJ,NYSE,US-LISTED,LEVAQUIN IN DEXTROSE 5% IN PLASTIC CONTAINER,LEVOFLOXACIN,NDA020635,7,Efficacy Supplement Approval,2000-02-02,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S7,8LTR.PDF",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020635,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020819-3,AbbVie Inc.,ABBVIE,ABBV,NYSE,US-LISTED,ZEMPLAR,PARICALCITOL,NDA020819,3,Efficacy Supplement Approval,2000-02-02,UNKNOWN,,Vitamin D2 Analog [EPC]; Vitamin D Analog [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20819S3LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20819S3LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020819,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019777-37,TWI PHARMS,TWI PHARMS,UNRESOLVED,,UNRESOLVED (REVIEW),ZESTRIL,LISINOPRIL,NDA019777,37,Efficacy Supplement Approval,2000-02-07,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19777S37LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019777,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'twi',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020972-1,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,SUSTIVA,EFAVIRENZ,NDA020972,1,Efficacy Supplement Approval,2000-02-09,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-972_s001_Sustiva_Approv.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20972S7LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020972,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-BLA103836-1001,Horizon Therapeutics Ireland DAC,HORIZON THERAPEUTICS IRELAND DAC,HZNP,NASDAQ,US-LISTED,ACTIMMUNE,INTERFERON GAMMA-1B,BLA103836,1001,Efficacy Supplement Approval,2000-02-10,PRIORITY,Orphan,Interferon gamma [EPC],SUBCUTANEOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/inteint021000L.htm,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103836,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019898-32,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,PRAVACHOL,PRAVASTATIN SODIUM,NDA019898,32,Efficacy Supplement Approval,2000-02-10,UNKNOWN,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/19898S32LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019898,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050687-10,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050687,10,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050687,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050687-11,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050687,11,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050687,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050687-4,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050687,4,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050687,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050687-7,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050687,7,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050687,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050688-11,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050688,11,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050688,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050688-12,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050688,12,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050688,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050688-6,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050688,6,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050688,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA050688-8,"Daiichi Sankyo Company, Limited",SANKYO,DSNKY,OTC ADR; primary TSE:4568,US-LISTED (ADR),BANAN,CEFPODOXIME PROXETIL,NDA050688,8,Efficacy Supplement Approval,2000-02-10,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50688S6ETCLTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/50687S4_Banan_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050688,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'sankyo' is an abbreviation of registry key 'daiichi sankyo' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019012-16,Kenvue Inc.,KENVUE BRANDS,KVUE,NYSE,US-LISTED,MOTRIN MIGRAINE PAIN,IBUPROFEN,NDA019012,16,Efficacy Supplement Approval,2000-02-25,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19012S16LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/19-012S016_Ibuprofen_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019012,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020323-21,Sandoz Group AG,SANDOZ,NO_US_TICKER,SIX,NON-US LISTING ONLY,VIVELLE,ESTRADIOL,NDA020323,21,Efficacy Supplement Approval,2000-02-25,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20323S21LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20323S21LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020323,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020830-8,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,SINGULAIR,MONTELUKAST SODIUM,NDA020830,8,Efficacy Supplement Approval,2000-03-03,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20830S008_Singulair_Approv.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20830S008_Singulair_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020830,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020402-5,Haleon plc,HALEON US HOLDINGS,HLN,NYSE,US-LISTED (ADR),ADVIL LIQUI-GELS,IBUPROFEN,NDA020402,5,Efficacy Supplement Approval,2000-03-16,STANDARD,,Nonsteroidal Anti-inflammatory Drug [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20402S5LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20402S5LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020402,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020592-6,CHEPLAPHARM Arzneimittel GmbH,CHEPLAPHARM,NO_US_TICKER,,PRIVATE / NO EQUITY,ZYPREXA,OLANZAPINE,NDA020592,6,Efficacy Supplement Approval,2000-03-17,STANDARD,,Atypical Antipsychotic [EPC],ORAL,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020592,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - Drugs@FDA record only (FLAGGED: no FDA PDF published for this submission),sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020688-12,Alcon Inc.,ALCON LABS INC,ALC,NYSE,US-LISTED,PATADAY TWICE A DAY RELIEF,OLOPATADINE HYDROCHLORIDE,NDA020688,12,Efficacy Supplement Approval,2000-03-20,PRIORITY,,,OPHTHALMIC,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20688S12LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020688,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA021071-1,WOODWARD,WOODWARD,UNRESOLVED,,UNRESOLVED (REVIEW),AVANDIA,ROSIGLITAZONE MALEATE,NDA021071,1,Efficacy Supplement Approval,2000-04-03,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21071S1LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-071S001_Avandia_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021071,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'woodward',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
