supplement_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,submission_number,decision_type,decision_date,review_priority,submission_property_type,pharm_class_epc,route,approval_letter_url,label_url,source_url_drugsatfda,source_query_url,verification_status,sponsor_resolution_basis,notes
S2020-NDA209394-10,AbbVie Inc.,ABBVIE,ABBV,NYSE,US-LISTED,MAVYRET,GLECAPREVIR AND PIBRENTASVIR,NDA209394,10,Efficacy Supplement Approval,2020-04-10,STANDARD,,Hepatitis C Virus NS3/4A Protease Inhibitor [EPC]; Hepatitis C Virus NS5A Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/209394Orig1s010ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209394s010lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209394,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA021427-52,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,CYMBALTA,DULOXETINE HYDROCHLORIDE,NDA021427,52,Efficacy Supplement Approval,2020-04-20,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/021427Orig1s052ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021427s052lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021427,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA205552-30,Pharmacyclics Inc. (acquired by AbbVie 2015),PHARMACYCLICS LLC,PCYC,NASDAQ (delisted May 2015),FORMERLY US-LISTED (DELISTED/ACQUIRED),IMBRUVICA,IBRUTINIB,NDA205552,30,Efficacy Supplement Approval,2020-04-21,PRIORITY,Orphan,Kinase Inhibitor [EPC],ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/205552Orig1s030,210563Orig1s006ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205552s030,210563s006lblPI.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205552,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter - FLAGGED: ticker is historical (issuer since acquired/delisted),sponsor_registry match: sponsor 'pharmacyclics' is an abbreviation of registry key 'pharmacyclics acquired by abbvie 2015' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA210563-6,Pharmacyclics Inc. (acquired by AbbVie 2015),PHARMACYCLICS LLC,PCYC,NASDAQ (delisted May 2015),FORMERLY US-LISTED (DELISTED/ACQUIRED),IMBRUVICA,IBRUTINIB,NDA210563,6,Efficacy Supplement Approval,2020-04-21,PRIORITY,Orphan,Kinase Inhibitor [EPC],ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/205552Orig1s030,210563Orig1s006ltr.pdf","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205552s030,210563s006lblPI.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210563,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter - FLAGGED: ticker is historical (issuer since acquired/delisted),sponsor_registry match: sponsor 'pharmacyclics' is an abbreviation of registry key 'pharmacyclics acquired by abbvie 2015' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA207078-3,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE,NDA207078,3,Efficacy Supplement Approval,2020-04-24,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/207078Orig1s003ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207078s003lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207078,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA203567-9,Bausch Health Companies Inc.,BAUSCH,BHC,NYSE,US-LISTED,JUBLIA,EFINACONAZOLE,NDA203567,9,Efficacy Supplement Approval,2020-04-26,STANDARD,,Azole Antifungal [EPC],TOPICAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/203567Orig1s009ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/203567s009lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203567,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-59,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,59,Efficacy Supplement Approval,2020-04-28,STANDARD,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-60,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,60,Efficacy Supplement Approval,2020-04-28,STANDARD,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-61,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,61,Efficacy Supplement Approval,2020-04-28,STANDARD,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-62,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,62,Efficacy Supplement Approval,2020-04-28,STANDARD,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-63,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,63,Efficacy Supplement Approval,2020-04-28,STANDARD,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-64,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,64,Efficacy Supplement Approval,2020-04-28,STANDARD,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-69,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,69,Efficacy Supplement Approval,2020-04-28,STANDARD,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-76,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,76,Efficacy Supplement Approval,2020-04-28,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-77,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,77,Efficacy Supplement Approval,2020-04-28,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-78,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,78,Efficacy Supplement Approval,2020-04-28,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-79,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,79,Efficacy Supplement Approval,2020-04-28,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125514s070lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-80,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,80,Efficacy Supplement Approval,2020-04-28,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-81,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,81,Efficacy Supplement Approval,2020-04-28,PRIORITY,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-82,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,82,Efficacy Supplement Approval,2020-04-28,PRIORITY,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125514-83,Merck & Co.,MERCK SHARP DOHME,MRK,NYSE,US-LISTED,KEYTRUDA,PEMBROLIZUMAB,BLA125514,83,Efficacy Supplement Approval,2020-04-28,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125514Orig1s059,s060,s061,s062,s063,s064,s069,s076,s077,s078,s079,s080,s081,s082,s083ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125514s059s064s076s083lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA209310-3,INTERSECT ENT INC,INTERSECT ENT INC,UNRESOLVED,,UNRESOLVED (REVIEW),SINUVA,MOMETASONE FUROATE,NDA209310,3,Efficacy Supplement Approval,2020-04-28,STANDARD,,,INTRASINAL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209310s003lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209310,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA label document (no approval letter published),no sponsor_registry entry for 'intersect ent',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA019603-40,Otsuka Holdings Co. Ltd.,OTSUKA ICU MEDCL,NO_US_TICKER,TSE,NON-US LISTING ONLY,MANNITOL,MANNITOL,NDA019603,40,Efficacy Supplement Approval,2020-04-29,STANDARD,,Osmotic Diuretic [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/019603Orig1s040ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019603s040lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019603,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: registry key 'otsuka' is contained in sponsor string 'otsuka icu medcl' (most specific consistent issuer),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA208447-17,GlaxoSmithKline plc,GLAXOSMITHKLINE,GSK,NYSE,US-LISTED,ZEJULA,NIRAPARIB TOSYLATE,NDA208447,17,Efficacy Supplement Approval,2020-04-29,PRIORITY,Orphan,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/208447Orig1s015, s017ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208447s015s017lbledt.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208447,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA008085-71,STRIDES PHARMA INTL,STRIDES PHARMA INTL,UNRESOLVED,,UNRESOLVED (REVIEW),METHOTREXATE SODIUM,METHOTREXATE SODIUM,NDA008085,71,Efficacy Supplement Approval,2020-05-04,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/008085Orig1s071ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/008085Orig1s071lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008085,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'strides',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA202293-20,AstraZeneca PLC,ASTRAZENECA AB,AZN,NASDAQ,US-LISTED (ADR),FARXIGA,DAPAGLIFLOZIN,NDA202293,20,Efficacy Supplement Approval,2020-05-05,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/202293Orig1s020ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202293s020lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202293,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA208558-13,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),LYNPARZA,OLAPARIB,NDA208558,13,Efficacy Supplement Approval,2020-05-08,PRIORITY,Orphan,Poly(ADP-Ribose) Polymerase Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/208558Orig1s013ltr.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208558s013lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208558,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
