orig_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_type,decision_date,chemical_type_code,chemical_type_description,chemical_type_group,review_priority,dosage_form,route,pharm_class_epc,source_url_1,source_url_2,source_query_url,verification_status,sponsor_resolution_basis,notes
O-NDA205874,KERYX BIOPHARMS,KERYX BIOPHARMS,UNRESOLVED,,UNRESOLVED (REVIEW),AURYXIA,FERRIC CITRATE,NDA205874,NDA,Original Approval (non-NME),2014-09-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205874,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205874""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'keryx biopharms',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA206088,Bristol-Myers Squibb Company,CELGENE CORP,BMY,NYSE,US-LISTED,OTEZLA,APREMILAST 30MG,NDA206088,NDA,Original Approval (non-NME),2014-09-23,TYPE 9,"Type 9 - New Indication Submitted as Distinct NDA, Consolidated with Original NDA after Approval",New indication filed as distinct original,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206088,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA206088""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021936,Boehringer Ingelheim GmbH,BOEHRINGER INGELHEIM,NO_US_TICKER,,PRIVATE / NO EQUITY,SPIRIVA RESPIMAT,TIOTROPIUM BROMIDE INHALATION SPRAY,NDA021936,NDA,Original Approval (non-NME),2014-09-24,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"SPRAY, METERED",RESPIRATORY (INHALATION),,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021936,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021936""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA203094,"Gilead Sciences, Inc.",GILEAD SCIENCES INC,GILD,NASDAQ,US-LISTED,TYBOST,COBICISTAT,NDA203094,NDA,Original Approval (non-NME),2014-09-24,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,TABLET,ORAL,Cytochrome P450 3A Inhibitor [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203094,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203094""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; openFDA recorded 2 ORIG/AP dates in this year; earliest kept,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme openFDA recorded 2 ORIG/AP dates in this year; earliest kept"
O-NDA204734,Takeda Pharmaceutical Company Limited,TAKEDA PHARMS USA,TAK,NYSE,US-LISTED (ADR),FOSRENOL,LANTHANUM CARBONATE,NDA204734,NDA,Original Approval (non-NME),2014-09-24,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,POWDER,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204734,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204734""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA201923,ALIMERA SCIENCES INC,ALIMERA SCIENCES INC,UNRESOLVED,,UNRESOLVED (REVIEW),ILUVIEN,FLUOCINOLONE ACETONIDE,NDA201923,NDA,Original Approval (non-NME),2014-09-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,IMPLANT,INTRAVITREAL,Corticosteroid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201923,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA201923""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'alimera',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA204820,Hikma Pharmaceuticals PLC,HIKMA INTL PHARMS,NO_US_TICKER,LSE,NON-US LISTING ONLY,MITIGARE,COLCHICINE,NDA204820,NDA,Original Approval (non-NME),2014-09-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CAPSULE,ORAL,Alkaloid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204820,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204820""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA205613,Bausch Health Companies Inc.,SALIX,BHC,NYSE,US-LISTED,UCERIS,BUDESONIDE,NDA205613,NDA,Original Approval (non-NME),2014-10-07,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"AEROSOL, FOAM",RECTAL,Corticosteroid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205613,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205613""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA201657,Pfizer Inc.,HOSPIRA,PFE,NYSE,US-LISTED,PARICALCITOL,PARICALCITOL 0.005MG/ML (0.005MG/ML),NDA201657,NDA,Original Approval (non-NME),2014-10-21,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201657,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA201657""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA205108,Azurity Pharmaceuticals Inc.,AZURITY,NO_US_TICKER,,PRIVATE / NO EQUITY,SOTYLIZE,SOTALOL HYDROCHLORIDE,NDA205108,NDA,Original Approval (non-NME),2014-10-22,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205108,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205108""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA205649,AstraZeneca PLC,ASTRAZENECA AB,AZN,NASDAQ,US-LISTED (ADR),XIGDUO XR,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,NDA205649,NDA,Original Approval (non-NME),2014-10-29,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,"TABLET, EXTENDED RELEASE",ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205649,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205649""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA205474,SOVEREIGN PHARMS,SOVEREIGN PHARMS,UNRESOLVED,,UNRESOLVED (REVIEW),OBREDON,GUAIFENESIN 200MG/5ML; HYDROCODONE BITARTRATE 2.5MG/5ML,NDA205474,NDA,Original Approval (non-NME),2014-11-14,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,SOLUTION,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205474,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205474""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'sovereign',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA205917,Hikma Pharmaceuticals PLC,HIKMA PHARMS,NO_US_TICKER,LSE,NON-US LISTING ONLY,PARICALCITOL,PARICALCITOL,NDA205917,NDA,Original Approval (non-NME),2014-11-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,INTRAVENOUS,Vitamin D2 Analog [EPC]; Vitamin D Analog [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205917,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205917""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA208069,STRATA MEDICAL INNOVATIONS,STRATA MEDICAL INNOVATIONS,UNRESOLVED,,UNRESOLVED (REVIEW),"NITROUS OXIDE, USP",NITROUS OXIDE N/A,NDA208069,NDA,Original Approval (non-NME),2014-11-25,MEDGAS,Medical Gas,Medical gas,UNKNOWN,GAS,INHALATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208069,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA208069""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: medical gas — not a biotech clinical-trial conversion; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'strata medical innovations',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: medical gas — not a biotech clinical-trial conversion FLAGGED: sponsor not resolved to a listed security"
O-NDA205433,PULMOFLOW INC,PULMOFLOW INC,UNRESOLVED,,UNRESOLVED (REVIEW),KITABIS PAK,TOBRAMYCIN,NDA205433,NDA,Original Approval (non-NME),2014-12-02,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,RESPIRATORY (INHALATION),Aminoglycoside Antibacterial [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205433,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205433""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'pulmoflow',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
